"","N26_NTC1","N26_NTC2","N26_NTC3","N36_NTC1","N36_NTC2","N36_NTC3","N37_NTC1","N37_NTC2","N37_NTC3","N38_NTC1","N38_NTC2","N38_NTC3","N39_NTC1","N39_NTC2","N39_NTC3","N70_NTC1","N70_NTC2","N70_NTC3","N71_NTC1","N71_NTC2","N71_NTC3","N72_NTC1","N72_NTC2","N72_NTC3","N73_NTC1","N73_NTC2","N73_NTC3","N74_NTC1","N74_NTC2","N74_NTC3","N75_NTC1","N75_NTC2","N75_NTC3","N76_NTC1","N76_NTC2","N76_NTC3","N77_NTC1","N77_NTC2","N77_NTC3","N78_NTC1","N78_NTC2","N78_NTC3","N79_NTC1","N79_NTC2","N79_NTC3","N80_NTC1","N80_NTC2","N80_NTC3","N81_NTC1","N81_NTC2","N81_NTC3","N82_NTC1","N82_NTC2","N82_NTC3","N83_NTC1","N83_NTC2","N83_NTC3","N84_NTC1","N84_NTC2","N84_NTC3","N50_NTC1","N50_NTC2","N50_NTC3","N51_NTC1","N51_NTC2","N51_NTC3","N52_NTC1","N52_NTC2","N52_NTC3","N53_NTC1","N53_NTC2","N53_NTC3","N54_NTC1","N54_NTC2","N54_NTC3"
"a",0.000843931641553635,0.00104451789613358,0.00184838916380521,0.000815202003881837,0.000844881878982196,0.000905297832946089,0.000851353139004774,0.000848648044482985,0.000863437940588209,0.000515917894792846,0.000859195872264926,0.000874288081068567,0.000870269588341322,0.000864890695381254,0.000881614856883275,0.000826519146821723,NA,0.00123190735112021,0.000790396387658518,0.000829343414268429,0.000762110000524802,0.000728331124307002,0.000831454176600305,0.000847537125203571,0.000746441757840062,0.000826969962211258,0.000821901067112098,0.000766655834050139,0.000833434645120443,0.00102255682345708,0.000871079289494219,0.000873627460894392,0.000877263159162248,0.000603268452163743,0.000873289812169555,0.000879513674571958,0.00086063001831514,0.000865106110746687,0.00222944375858352,0.000880177836730089,0.000877982370215898,0.000934972650204797,0.000762276384984761,0.000892815130220352,0.0008965737145821,0.000851354765420284,0.000841484474286005,0.00159332772469699,-0.0219368706739138,0.0008543483691587,0.000865095963141033,0.000633263325896851,0.000861934354910357,0.000897366150435336,0.00085151186209045,0.000848796466633138,0.000845982902076118,0.000762017387543414,0.000866283614604118,0.000857916279881165,0.000832639162409561,0.000823052428958202,0.00118828913144552,0.000831486475051393,0.000843751936858634,0.00141920239314828,0.000553648644435317,0.000818940555910571,0.000833968271997112,0.000785902188693739,0.000811053358790768,0.00118465384714808,0.000760058484596569,0.00084002490964587,0.000837781621377741
"b",0.000275404058354707,0.00022474086281871,1.09582144172595e-05,0.000283008341332987,0.00027492587444152,0.000259230976682504,0.000273213080839684,0.000274198715909996,0.000269782870748948,0.000366858366443004,0.000270994824287984,0.00026713466959786,0.000268072091311412,0.000269847619844088,0.0002650828713766,0.000279868691463461,NA,0.000171965637473898,0.000289538291787606,0.000279366936591802,0.00029830170607932,0.000306456254215647,0.000278534754767296,0.000274323195174933,0.000305239603254373,0.000280214823630298,0.000281526385774122,0.00029989077414269,0.000277787882284152,0.00023372686575179,0.00026794080961352,0.000267207984390125,0.000266146369246207,0.00034421544136243,0.000267639315450752,0.000265624949225598,0.000271004254173421,0.000269596646755186,-9.33459361578158e-05,0.000265666871238822,0.000266306667571434,0.000251768833102121,0.000298910184380995,0.00026215847343562,0.000260902953428103,0.000273537624872025,0.000275826326361993,7.93227487577369e-05,0.0032745468848898,0.000271331741783254,0.000269004189969627,0.000334966938814492,0.000270189349424792,0.000260612429680635,0.000278619840928681,0.000273968549431505,0.000274675943252922,0.00029826570526996,0.00026935111929735,0.000271352870264697,0.000278097675212885,0.000280627856143058,0.000186283725794837,0.000278269083927049,0.000274994060344502,0.000127523022572139,0.000358460618396203,0.000281956062506445,0.000277730906043581,0.000291666010655889,0.000284373017586935,0.000191180870076012,0.000301322372996492,0.000276368418015011,0.000276828676944181
"c",-3.07718007174488e-06,1.09559447580385e-06,1.99756492779641e-05,-3.72957704208128e-06,-3.01294200766445e-06,-1.61829691928272e-06,-2.84332979506948e-06,-2.96016938818606e-06,-2.5159830734251e-06,-1.15763590781558e-05,-2.6469356356601e-06,-2.31314985443905e-06,-2.39114188356783e-06,-2.5626062948256e-06,-2.11717008698125e-06,-3.44326156926092e-06,NA,6.0847424521393e-06,-4.31383315457498e-06,-3.40398228710872e-06,-5.27069078736096e-06,-5.83788288503056e-06,-3.32336544110805e-06,-2.95355286319115e-06,-6.11655644060207e-06,-3.50351562066074e-06,-3.61825084376704e-06,-5.6439561695406e-06,-3.23121560814139e-06,6.21986605472479e-08,-2.40382612408113e-06,-2.29645974579996e-06,-2.21318762121526e-06,-9.64492183213712e-06,-2.37975173165936e-06,-2.16570841097058e-06,-2.68406633813664e-06,-2.51585724084227e-06,2.94296476945678e-05,-2.20786784946314e-06,-2.24411075818289e-06,-1.03146375751701e-06,-5.30931650159112e-06,-1.87608854434548e-06,-1.73406467503491e-06,-2.91075307839903e-06,-3.07830244700436e-06,1.38733139627027e-05,-0.00013779681266993,-2.60895392023921e-06,-2.42955319341878e-06,-8.70606041491464e-06,-2.56494234876007e-06,-1.71656497723028e-06,-3.90968011929946e-06,-2.9414281909207e-06,-2.96891613488734e-06,-5.19886328389473e-06,-2.51674446962424e-06,-2.67096404021557e-06,-3.27651425502156e-06,-3.49079545534791e-06,4.45871208038413e-06,-3.28776500781716e-06,-2.98393607423046e-06,9.44521853178085e-06,-1.09926878210716e-05,-3.63229976164018e-06,-3.2430813423317e-06,-4.57001874979062e-06,-3.88025177660802e-06,3.76690290236711e-06,-5.75123852088589e-06,-3.15028611221304e-06,-3.17850077342649e-06
"d",3.04055348636815e-07,1.93366614285863e-07,-3.60174497283914e-07,3.22317046400326e-07,3.01413632480097e-07,2.59251132358196e-07,2.95641185777502e-07,3.00387828414273e-07,2.85599137232932e-07,5.67379764916055e-07,2.89935487912816e-07,2.80300863533938e-07,2.82569752225707e-07,2.87964406795448e-07,2.73982090588044e-07,3.13224716743298e-07,NA,3.41572128661595e-08,3.39747901601714e-07,3.12613502054784e-07,3.77609168074073e-07,3.85811871241609e-07,3.09823006319872e-07,2.99110079483954e-07,4.0762224906481e-07,3.16476043586702e-07,3.20048854117962e-07,3.92913538343673e-07,3.06574265527991e-07,2.29339366676742e-07,2.84202073463201e-07,2.7930181257686e-07,2.76550707389547e-07,5.13426175244143e-07,2.82992162160358e-07,2.75325889639988e-07,2.92005066335103e-07,2.85638169189984e-07,-6.42982103888295e-07,2.77789790312303e-07,2.78049479834637e-07,2.45068815294272e-07,3.74535441838552e-07,2.67650249135485e-07,2.62708977673647e-07,2.98482413965807e-07,3.03036448291571e-07,-1.78525786834288e-07,1.93635821514753e-06,2.86753631742086e-07,2.82620344712753e-07,4.8124064587341e-07,2.86517086336527e-07,2.62007401431685e-07,3.48169292772227e-07,2.99822810015697e-07,2.99165492301565e-07,3.69276774328138e-07,2.8657769951657e-07,2.90386736370932e-07,3.07997846020958e-07,3.14526675717593e-07,9.77949821624953e-08,3.08642878277064e-07,2.995099832752e-07,-4.34257259955923e-08,5.55945046514683e-07,3.19010673376352e-07,3.0705669404336e-07,3.49218411337881e-07,3.27586996804298e-07,1.21970127241497e-07,3.96452536343057e-07,3.05551279909578e-07,3.05728820034359e-07
