Date Time (UTC),Device,Direction,Payload,Approx Lat/Lng,Payload (Text),Length (Bytes),Credits
28/Feb/2026 21:06:51,RockBLOCK 231709 - Head-03,MO,340d06fce00a4a0e33d64933e454fd100a49a7344d96344616fcab0a4a393563fe35795ffcc40a491336b3f0369c18fcfb0a497c19f5,"-75.02788333333334,0.0",,54,2
28/Feb/2026 21:06:39,RockBLOCK 231709 - Head-03,MO,69a2069236e58b50693f5030cdfcae0a466647be3c4797e9fce40a552447980a47a544fcb50a588e47b351478a98fcbe0a54a847f5e4480c4ffcc00a54e1480ba94801defce00a57b14866e94877a7fc980a5d4948c3d5489ec6fc8f0a60a448bb5e48dbb1fca60a672648bf1848ea8cfcd50a5daf48d82148fc33fcd70a6e7248d562491c40fcba0a72e540d7a040d2c8fd0d0a49613a01ef3a067bfcab0a496334a25b34994bfc790a49a734b38b34bf3ffd000a49a836acc336a29bfcb90a49e33bcb053bb541fc990a49bc407bcc4081dbfcbe0a43c743f2a543f253fcac0a4a2a45eaf045fceafcd60a4d2747080347043dfced0a4a454781b3478181fcc90a4f1147abe147d0d7fccb0a4d5547ac0d47c993fcba0a4d5f3e9ddd3ec659fcbe0a492e3b79a33b8173fcd80a488b39a389397074fccb0a493437c65b37ae34fcbf0a497b351ba9352afcfd010a497834048b,"-75.02788333333334,0.0",,340,7
28/Feb/2026 17:40:52,RockBLOCK 231710 - Head-04,MO,69a1d68a36a473348bc2347d6d63d237fcad38da4e38d42f63c7a2fc7f44c8de44b4ee63bfbdfc94478064477c4163c4e2fca2479f5a47aad263b70efc824788b147938063c8b3fc6d47de7e47d72463bb3ffcb34811c2480ad663bb51fc3d486b194856b463bd54fc7a48af57488d1163bbf8fc5948dbc448bdcb63b9a0fc6148da1048fa6963b779fc4d490b43490aac63bae5fc6648fd4c491e0c63bd0efc6e48f58a49079263c08bfc7648c83b48ffdb63a956fc4a48cc4e48c00363bbeffcbe487d504878d563b044fcb64827bd48163063b5c7fc7e481080480efa63bdf2fc7b3443f73432e163bfdffc8c35a4e235ac5863cd0efc7e380d7137ff6063b301fc783d1dec3d40de63b6e5fc7d45faea46252963b40cfc861a21,"-75.07176666666666,0.0",,284,6
28/Feb/2026 09:06:46,RockBLOCK 231709 - Head-03,MO,33ab7afcd80a4c83339a9233a86afd0e0a4c18342587341e1efca90a4cab354ba73560fefcc50a4b8136a431368c5ffcf80a4be919f5,"-75.10636666666667,0.13940000000000002",,54,2
28/Feb/2026 09:06:36,RockBLOCK 231709 - Head-03,MO,69a15dd236e423452d5744e15dfcb40a498f47e48f47be2ffcdd0a577947a55b47b252fcb00a5ad247c8cc47a042fcc30a5704480e1d4824ecfcbf0a573f482431481a99fcd70a5a0248732f4883f8fc960a5f9748c7d748a2b7fc9c0a62ef48bf0d48df4ffcad0a697b48c18c48ecf0fcdb0a601348d9b148fdb3fcd20a70b348d6f8491de3fcb00a753043459e4336b6fd0a0a4bdc38f1ff38f6a0fcb50a4bd43425a3341d93fc810a4c1834855f349154fcfd0a4c1b369af43690e8fcc00a4c553bcdca3bb804fcaa0a4c2b4084d4408ae0fcbd0a465243fbd343fb7afcb20a4c9945f20a46040afcd10a4f90470caf4708ddfcf40a4cbf47844b478417fcd00a516747ad2147d216fcc50a4fbf47ac7847c9f3fcbe0a4fba3e0a673e3299fcc40a4b863a47c63a4f9ffce30a4aff386731383495fccb0a4baa36cbcf36b326fcc60a4bf03475113484f8fcfb0a4bec33a31f,"-75.07173333333333,0.13906666666666664",,340,7
27/Feb/2026 21:06:51,RockBLOCK 231709 - Head-03,MO,336722fcd80a5d8a336da8337b83fd060a5d2234071d33ffc1fca20a5db335373d354c9ffcca0a5c89369738367f66fcfd0a5cf219f5,"-75.07173333333333,-0.13906666666666664",,54,2
27/Feb/2026 21:06:38,RockBLOCK 231709 - Head-03,MO,69a0b51236e3e34bd7e74ba20dfcb40a5b3347d27647abb0fce80a6849479ed347abdefcb00a696647bd62479492fcbf0a67e148024348188cfcc20a681e48184a480e6afcdb0a6adc486df8487eabfc930a707748c61d48a0f8fc950a73ce48bd7e48ddbcfca70a78b048c06148ebc4fcdb0a711148d8f548fcfcfcd40a81a348d62b491d10fcb60a862e3e83383e8104fd070a5cf03823c43828a4fcab0a5ce933b7eb33b07ffc750a5d22345fce346c01fcfb0a5d22368c24368225fcb70a5d5d3bd1123bbb5cfc9f0a5d31408dc84093d6fcb50a572e4404cf440477fcad0a5da645f8e8460aeefcda0a608f471120470d4cfcef0a5dcd4786b147867cfccb0a625c47ae2e47d319fccc0a60c547aca547ca19fcba0a60b83c84363cabddfcbe0a5cbf3975f1397dbcfcde0a5c1837b6b73784d4fcce0a5cb936067a35eedafcc10a5cfe33f32b340279fcfc0a5d00335ed3,"-75.07176666666666,0.0",,340,7
27/Feb/2026 17:40:47,RockBLOCK 231710 - Head-04,MO,69a0850a36a30b343c48342df163d220fcae38d3f338cdd363c788fc8345066344f2b163bfc5fc9b478d2b47890663c4e9fc9a47a36d47aede63b723fc7b4796fe47a1e763c8b2fc6947f27747eb3263bb3efcb04827824820b563bb52fc40487144485cd763bd54fc7748b4d148928763bbfcfc6248dd2b48bf2d63b9a5fc5d48db2448fb8163b770fc4a490b9b490b0c63baf2fc6748fd78491e2c63bd12fc6648f5964907a663c098fc7848c84b48ffed63a94dfc4c48cc5e48c01863bbecfcc5487d524878e163b03efcb94827d248164163b5c5fc7748108a480f0b63bdecfc6f34090733f80c63bfdafc8735810b35887763cd00fc8538016737f36263b2fcfc753d29f13d4ce263b6e5fc7546076d4631b663b409fc861a29,"-75.02788333333334,0.0",,284,6
27/Feb/2026 09:06:49,RockBLOCK 231709 - Head-03,MO,331a78fcd60a680d333cf1334a9afd020a67a333e34133dbdefca50a6835352048353595fcc50a670836882436705afcf50a676f19f5,"-75.02785,0.13871666666666668",,54,2
27/Feb/2026 09:06:41,RockBLOCK 231709 - Head-03,MO,69a00c5336e493430df542dabefcb60a665447c465479ddcfce50a72b147969d47a3d3fcb00a724e47b1a44788e8fcbe0a724d47f59d480c08fcc10a7292480cd14802fafce10a754e486792487858fc9b0a7aec48c37f489e69fc940a7e3b48bb3e48db99fca90a821448beda48ea59fcd60a7b9448d7fa48fc17fcd70a8c1148d563491c3dfcb60a90a941e38041d075fd120a676936b85536bdf8fcb70a6771335436334dbffc7d0a67a6343a4734469afcfd0a67a9367c4c367264fcc60a67df3bd46f3bbeb8fca20a67b540970f409d1afcbd0a61a1440e12440daafcb60a682d45fff54611e9fcdb0a6b084715a84711cdfcf60a68594789314788f1fcdc0a6cc347af4647d439fcc80a6b4547ace447ca60fcc30a6b2a3bea1e3c11b3fcbb0a671d37e36837eb54fce00a6699362fe335fe9bfccd0a674734eb8734d34afcc10a678c33630b3372d7fcfc0a678333123f,"-75.02785,0.13871666666666668",,340,7
26/Feb/2026 21:06:51,RockBLOCK 231709 - Head-03,MO,32eb4afcd70a65ef3318fe3326bdfd100a658733c89033c14bfc9e0a661c350dd9352333fcc20a64f0367cc43664fafcf90a655a19f5,"-75.02785,0.13871666666666668",,54,2
26/Feb/2026 21:06:38,RockBLOCK 231709 - Head-03,MO,699f639236e4113d1f623cf0c9fcb40a646d47a33a477c46fce90a7029479290479fc2fcaf0a6fff47a92d47805afcc50a6fdb47e79d47fdc3fcc50a701f47f9bd47efa8fcda0a72d3485c27486cc7fc9a0a787048bee84899d7fc930a7bb548b7b548d811fca80a7fb648bcc748e842fcd20a792b48d6bf48fad1fcd40a897b48d447491b28fcb50a8e1d3b60f03b5b08fd0a0a654b3592e2359b99fcae0a654f3308ce3302c5fc740a6575341ba334281cfcfa0a656f366fc93665f5fcb60a65a83bd90d3bc366fc9d0a657e40a0e040a6effcb10a5f97441790441729fcae0a65f746071b461917fcd30a68c2471a46471675fce40a662d478bbe478b85fccb0a6a7247b07547d562fcb90a690c47ad3847cabafcb40a68e4391fa03945fbfcb90a6533368b363692e5fce30a649235553a352473fcd10a652d343a243422befcbe0a656f330ca8331bdffd030a656532e321,"-75.02788333333334,0.0",,340,7
26/Feb/2026 17:40:46,RockBLOCK 231710 - Head-04,MO,699f338a36a9a833efea33e1a163d21dfcad38a8b238a28963c790fc7f445f28444b2c63bfaefc8f47566247524063c4d4fca3478b924796f663b712fc8347789547836d63c8a5fc6b47c32c47bbe163bb32fcb847effd47e91463bb48fc3d485d9348492063bd58fc7448a21f487fd863bbf5fc6348d8c448bac063b9a2fc5848d75a48f7c063b774fc4e490a824909f563baf4fc7348fcb3491d8063bd10fc6148f56e49076e63c08afc7548c82a48ffc763a955fc4648cc3a48bff663bbeffcc0487d2b4878b263b042fcb548279a48161163b5c1fc73481070480ef463bde4fc7733d48e33c3a163bfd3fc8c35610035687d63ccfefc8337f87937ea7363b2fdfc733d37d53d5acf63b6e5fc7b461457463eab63b40bfc881a29,"-75.02788333333334,0.0",,284,6
26/Feb/2026 09:06:50,RockBLOCK 231709 - Head-03,MO,32ae7bfcd20a4f2a32ee8332fc19fd060a4ebc33a84f33a101fca30a4f5034f9d5350f1dfcc40a4e213670683658b4fcec0a4e8719f5,"-75.02785,0.13871666666666668",,54,2
26/Feb/2026 09:06:41,RockBLOCK 231709 - Head-03,MO,699ebad236e3d940b58c405c75fcba0a4d9347a7be47815afce50a593f47930847a042fcb20a5c5147a97b4780a2fcc10a58e847e77d47fdbcfcc70a593047fa2747f033fce10a5bd5485c57486d26fc950a616148bf58489a52fc980a649948b7e748d855fca70a6b0548bcf748e872fcd70a622948d6e548fb03fcd00a723148d466491b48fcb20a76d43c243a3c1613fd120a4eaa3459973464e3fcb40a4e9632c3fc32be8afc7b0a4eba33fad7340769fd010a4eb0366240365884fcc00a4ee73bddfe3bc856fca40a4ebf40ab3b40b142fcb20a496544218644211afcb20a4f39460ea1462094fcd70a51ef471f31471b58fcef0a4f75478e87478e48fccd0a538e47b1d447d6c6fcc60a523747adc047cb3efcc10a520e37825c37a7a2fcb60a4e6835168f351e20fcd50a4dd23423ba33f33dfccf0a4e73337876336064fcbd0a4eaa32aa1d32b9dafcf70a4e9a32a65e,"-75.02785,0.13871666666666668",,340,7
25/Feb/2026 21:06:52,RockBLOCK 231709 - Head-03,MO,328a00fcd40a3d6e32ce0d32dbb0fd040a3cff338fe43388abfc9c0a3d9034ea0834ff62fcbd0a3c6336677d364fc2fcee0a3cca19ec,"-75.02788333333334,0.0",,54,2
25/Feb/2026 21:06:39,RockBLOCK 231709 - Head-03,MO,699e121136e3293c4fb63c216dfcbe0a3c0e47be154797b5fce70a475a47953a47a27ffcb40a4d1e47ad0047843bfcbb0a470147ee654804c3fcbe0a474e4803d947fa0afcde0a49de4863284873f0fc9b0a4f5c48c286489d7dfc950a528348ba4f48dabafca20a5b0448be6648e9e7fcd80a503748d7bf48fbdafcd70a5ffd48d51f491bfffcb20a64a13632063636b1fd070a3d2d33c5eb33d322fcac0a3ce6328e90328941fc770a3cfc33de6933eb19fcf70a3cea365794364df0fcbf0a3d213be38b3bcde9fc9b0a3cf740b5af40bbbffcb60a3820442b65442af5fca90a3d774616054627f5fccf0a4017472401472020fce50a3db84791324790f6fccb0a41a447b32547d816fcb60a406747ae3647cbadfcb40a403035939635b7ecfcb70a3cdb34706b3477f0fcd60a3c2133cfcd339fa7fcc40a3cb73321e9330aabfcbe0a3cec3274d232840afcfb0a3ce03281df,"-75.02788333333334,0.0",,340,7
25/Feb/2026 17:40:55,RockBLOCK 231710 - Head-04,MO,699de20a36a2db33c5e233b7ab63d225fcad38c44738be2e63c79efc7d44e35244cfbb63bfb4fc974782a5477e9163c4e8fc9d479d4d47a8c063b728fc7e47852047900863c8b1fc6847d84447d10263bb41fcb5480c2548055d63bb53fc404868d748546963bd57fc7748adb5488b7763bbeffc5e48dbaa48bda463b9a5fc5d48d9b248f9fd63b776fc4e490b58490ad363baedfc6a48fd44491e1563bd18fc6248f58b4907a563c082fc7248c83a48ffde63a950fc4748cc5548c00b63bbf0fcba487d464878ce63b046fcb14827b348162e63b5c5fc6d481086480f0063bdf1fc7033a43e33937063bfccfc8e35459e354d1f63cd02fc7f37f30737e50163b305fc763d47c63d6ac863b6edfc804621d3464c1a63b405fc8d1a21,"-75.02785,0.13871666666666668",,284,6
25/Feb/2026 09:06:50,RockBLOCK 231709 - Head-03,MO,32533bfcd60a395732a39632b116fcff0a38e833705d336928fc9e0a397634d79334ecccfcc10a384b365c3c364487fcf70a38b019f5,"-75.02785,0.13871666666666668",,54,2
25/Feb/2026 09:06:38,RockBLOCK 231709 - Head-03,MO,699d695236e29437fd0437cb22fcbb0a383747c532479e51fcea0a431147988d47a5befcb00a499247b20c478939fcba0a42bc47f491480ac0fcbe0a430948085247fe53fcda0a458b48668648773afc960a4b0948c45e489f4cfc920a4e2a48bbe248dc32fcaa0a578948bf5548eacbfcd40a4bf848d85448fc64fcd60a5b8e48d596491c78fcb60a603937ff2a38024afd120a393433084a3315c7fcaf0a38cb325b6332566efc740a38e333bcfc33c9d7fcf80a38d5364b4f3641bbfcbe0a390b3be85d3bd2bbfca00a38e140bfc540c5d2fcb60a345244350b44349dfcb30a3963461d3e462f27fcd40a3bf04728984724befcec0a39a64793c147937dfcca0a3d6f47b45447d938fcc30a3c4b47ae8047cc05fcc00a3c0a3550b93574aafcb90a38b833a20533a9a2fce10a381032fa0432ca31fcc50a38a2329416327c30fcbf0a38d9322aa9323a6bfcfb0a38cc324b20,"-75.07176666666666,0.0",,340,7
24/Feb/2026 21:06:54,RockBLOCK 231709 - Head-03,MO,322c92fcde0a43013280c4328e4efd060a4290335948335223fc9c0a431e34c92534de7bfcc00a41f63653e7363c3dfcf30a425c19f5,"-75.07173333333333,-0.13906666666666664",,54,2
24/Feb/2026 21:06:42,RockBLOCK 231709 - Head-03,MO,699cc09236e0e14046d5401483fcb60a414a47d88147b222fcee0a4cb0479c7547a99ffcb10a51ce47bc644793dbfcc30a4c624802f84819b2fcc90a4caf481b414811a5fce30a4f31486f4448800bfc9d0a54a948c70148a1ecfca00a57c648be0148de47fca80a60b348c0b548ec20fcd80a55b148d92448fd3dfcd50a652d48d668491d56fcba0a69e933dab533dd9dfd100a42ca3278ff3289cdfcac0a42903230ff322bbffc740a429c339f3133ac36fcf80a428b3641df363864fcb80a42c13bed9e3bd7fbfc9b0a429340c9d140cfd9fcb60a3e15443e75443e09fcac0a4319462432463628fcd20a4595472d03472923fce70a43604796194795cffcc90a470a47b54547da32fcbb0a45f647aeaf47cc26fcbc0a45af337705339a5bfcb60a428532feed330662fcd50a41cf32cc2a329c6bfcca0a42563277ec3260befcb90a4284320eee321e1ffcfa0a427532246f,"-75.07173333333333,-0.13906666666666664",,340,7
24/Feb/2026 17:40:47,RockBLOCK 231710 - Head-04,MO,699c908a369f2c33a1333392f463d219fcad38df0a38d8ec63c7a0fc7e4564af4550d863bfc2fc95479e50479a2d63c4ddfc9e47a46447afd063b71afc8047999747a47163c8b8fc6847f96147f21163bb38fcb0482df548271a63bb4bfc3e48749448602463bd53fc7748b6ce48949163bbfcfc5c48de6048c05463b9a2fc5d48dbfd48fc5d63b770fc4b490bf2490b6163baeffc6a48fda3491e6463bd14fc6648f5a24907b163c087fc7548c85648fff363a957fc4c48cc5f48c02763bbf4fcc6487d584878e263b03dfcb64827dc48165063b5c0fc7b48108d480f0a63bde4fc703376983365e063bfbffc8d352be835336563ccfafc8337ecf337df0d63b304fc723d56ed3d79ff63b6f1fc79462e914658da63b404fc901a29,"-75.02788333333334,0.0",,284,6
24/Feb/2026 09:06:44,RockBLOCK 231709 - Head-03,MO,31e78cfcdb0a5385325538326294fd060a5316333b1f3333f4fc980a53a434b67a34cbbffcc30a527636479d362ffffcf10a52de197b,"-75.02785,0.13871666666666668",,54,2
24/Feb/2026 09:06:35,RockBLOCK 231709 - Head-03,MO,699c17d236e12435234234ef56fcba0a523e47d41f47ad73fced0a5d0d479a9a47a7b7fcb80a5fcd47b74c478e86fcbb0a5cca47fcd948131bfcc90a5d12481402480a0efce70a5f94486c5a487d15fc9e0a650e48c60b48a0eefca30a682c48bd2748dd70fcaa0a6ffe48c02348eb90fcdb0a663048d8cc48fcd4fcd40a759d48d60b491cf0fcb10a7a6b3391ce3397bffd100a5385325f4032722afcb30a531931ec7331e75ffc800a531f33800d338d48fd000a530f36371a362da7fcbd0a53403bf28b3bdcfafca40a531740d3dd40d9e7fcb30a4e894447ef44477cfcb90a53a1462b33463d1dfcd80a5614473164472d77fcee0a53e8479856479810fccd0a577447b63a47db28fcc60a567947aecc47cc48fcc00a5628329a4d32bc9cfcb80a530732b81c32bf60fcd70a5251329f32326f1cfcc90a52d83263ec324c16fcbb0a530831bf3131cf00fcfa0a52fa31df80,"-75.02785,0.13871666666666668",,340,7
23/Feb/2026 21:06:51,RockBLOCK 231709 - Head-03,MO,31b9f6fcd70a5fa03239953246f3fcfa0a5f3533288d332179fc9f0a5fbf34a91034be60fcc70a5e96363f813627ddfcef0a5efe19e4,"-75.02785,0.13871666666666668",,54,2
23/Feb/2026 21:06:42,RockBLOCK 231709 - Head-03,MO,699b6f1236e2442a3b312a1864fcbf0a5f6c47c62c479f9afcee0a68fc47947d47a1b9fcba0a69ab47abbd4782f8fcbd0a68c647ee2a48046efcc10a691048044c47fa60fce20a6b8c4863df487499fca00a710d48c29e489d94fc9f0a742648ba7248dac1fca90a7b2848be6548e9dbfcdb0a724248d7b148fbcbfcd60a819b48d51d491bfcfcb90a867530b1a130d43cfd120a5feb333c28334a01fcb10a5f2a319b32319675fc7d0a5f3a336a783377c6fcf50a5f2c362f73362601fcbd0a5f5d3bf8763be2eafc9b0a5f2d40de3c40e446fcae0a5aaf44517e445110fcb50a5fbb46323646441ffccc0a62214735bd4731d9fced0a600c479a9d479a5dfcd20a637747b72647dc19fcc20a628c47aeea47cc66fcbc0a623533ec71340f0cfcba0a5f4b33d36433dadffcdc0a5e68332dc632fe55fccd0a5ef3324ce832365ffcbc0a5f26316bf0317b21fcf70a5f1831b1f1,"-75.02785,0.13871666666666668",,340,7
23/Feb/2026 17:40:55,RockBLOCK 231710 - Head-04,MO,699b3f0a36a08f337b63336d2d63d218fcaf38e0db38dab563c7a2fc7d4528cc4514d263bfc7fc93478ce34788ba63c4edfca3479f4b47aac363b71efc7d478bd347969b63c8acfc6947e0b847d96a63bb41fcb1481257480b6f63bb5afc44486a8748561b63bd59fc7b48ad1f488ad363bbfcfc5648db8e48bd8063b99bfc6448d9c348fa2263b773fc4e490b2b490a9d63baf0fc6848fd32491dea63bd12fc6348f58a49079663c08dfc7e48c84148ffe163a954fc4748cc5548c01a63bbf3fcc6487d474878ce63b048fcbb4827b548162c63b5c6fc7c481081480ef563bde5fc76334f6b333ec663bfc5fc8935140b351b9363ccf4fc8237e7e237d9f563b2f9fc783d66c63d89e763b6f5fc78463b2146657863b40ffc8d1a21,"-75.02788333333334,0.0",,284,6
23/Feb/2026 09:06:51,RockBLOCK 231709 - Head-03,MO,3183fafcdc0a5bde3219c13226fffd080a5b73330fc93308a8fc9f0a5c0034991434ae55fcbf0a5ad436356f361ddcfcf30a5b3919e4,"-75.02788333333334,0.0",,54,2
23/Feb/2026 09:06:42,RockBLOCK 231709 - Head-03,MO,699ac65236e0ea2caddd2c88e3fcbc0a5b6347c8d947a233fcf00a650247950d47a241fcbd0a65db47ac864783bafcc20a64d247eebc480500fccb0a651e48042647fa34fce40a67934863c748747ffc9c0a6d1448c2c0489dc1fc980a701d48ba7b48dacefcac0a77f648be5f48e9e5fcdd0a6e5848d7b548fbcafcda0a7d7c48d51c491bf6fcb80a826138df8e38ee44fd150a5bde32c8ad32d0e3fcb10a5b44314c943148f8fc810a5b6c3354bc336224fd070a5b5d36260a361caafcc60a5b923bfe853be8fffca30a5b6140e90840ef09fcbf0a572e445b5f445aebfcbc0a5bf446397b464b5afcdb0a5e49473a4e473664fcf00a5c49479d0e479cc8fccf0a5f9447b83847dd2bfcbf0a5ec247af2b47cca5fcc00a5e62362532364a18fcb80a5b433367f633700afcdc0a5a913230a4320224fcd20a5b2f31642e314d18fcb70a5b6d30f14a31010bfcfd0a5b5e317c15,"-75.02788333333334,0.0",,340,7
22/Feb/2026 21:07:53,RockBLOCK 231709 - Head-03,MO,3171dcfcd10a61023205943212e8fd0a0a609332ff1232f80dfc940a611b348d7334a2c5fcbf0a5feb362f313617aafcef0a605119e4,"-74.99321666666667,0.13838333333333336",,54,2
