"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1845422,-19.1164939008208,1887032,-19.6463301850329,1939997,-20.3541664442842
2,1898813,-19.8297841443951,1789571,-18.3884412831176,1700523,-17.1500590441634
3,1692119,-16.9683578021346,1677421,-16.7923537654412,1733669,-17.5771127739691
4,1742178,-17.7279870801393,1674314,-16.6919681465366,1731444,-17.5329748270558
5,1687724,-16.9045064289654,1687548,-16.9648144525638,1677426,-16.7102189878357
6,1744649,-17.7303305226236,1733907,-17.58159831841,1727228,-17.4709191544929
7,1758309,-17.8645132590164,1732060,-17.5465095354175,1750307,-17.7986828738973
8,1724853,-17.4745803172147,1714577,-17.2900106504071,1777415,-18.2126903695093
9,1749812,-17.8500131779955,1756478,-17.8719697902776,1760172,-17.9733205363495
10,1790006,-18.3233511113749,1765600,-18.0288504329667,1743718,-17.7257483707574
11,1744290,-17.7136646030107,1709209,-17.2108718576264,1726190,-17.4668362950136
12,1716103,-17.2957582849038,1721629,-17.4427557041425,1656388,-16.6013710073104
13,1723525,-17.4660799350768,1624513,-16.019555122329,1732227,-17.6122747252543
14,1739729,-17.6299964068314,1731308,-17.5537783639381,1733221,-17.5915513830709
15,1742319,-17.6698550566624,1714491,-17.3306623951531,1725868,-17.5864863772067
16,1657468,-16.4280411362628,1691840,-17.0040502635813,1666458,-16.6620458170453
17,1754339,-17.8026503863828,1701362,-17.0484911408759,1768396,-18.0075055594634
18,1646272,-16.2519393600036,1730212,-17.5403726234973,1753612,-17.9321173027667
19,1741919,-17.6555571748798,1703152,-17.1572556496874,1733657,-17.6450345418369
20,1750224,-17.847509790485,1610422,-15.7346009524892,1740816,-17.6304258613062
21,1751560,-17.8327020330896,1610951,-15.7497800523626,1707149,-17.1823873704143
22,1714376,-17.3260269699663,1748745,-17.7617195781405,1719429,-17.3220855027387
23,1765844,-17.9912212966877,1728391,-17.4764591465913,1755949,-17.8666036653035
24,1743589,-17.7471696659958,1701771,-17.093223621361,NA,NA
