"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1092872,-6.26229907264928,1112912,-6.68208121134467,1119202,-6.86050416351651
2,1130523,-7.1032966306405,1125218,-7.00625528852407,1129994,-7.1297785257521
3,1124432,-6.94650118528341,1121203,-6.9187138503666,1124150,-6.95597563638302
4,1129201,-7.09376320318984,1126187,-6.97141987973907,1129657,-7.0633889871977
5,1121549,-6.87818632921625,1126531,-7.05898528534709,1130756,-7.04311070872683
6,1132197,-7.11730429327133,1130981,-7.10461409858408,1124344,-6.94561835737142
7,1125718,-6.9265479699726,1125493,-6.98019072785974,1129342,-7.05397705953112
8,1123938,-6.97391319157128,1131440,-7.0965883942311,1133031,-7.16765177635511
9,1129989,-7.10480011847909,1132101,-7.09533943580578,1128885,-7.08352569271887
10,1127846,-6.99268319288615,1131445,-7.11579064186736,1128561,-7.05727546975027
11,1125282,-6.9607807149174,1127073,-6.99986726417211,1128899,-7.05421032119904
12,1130915,-7.06897854125117,1129898,-7.12094911949339,1133920,-7.28316775204121
13,1137455,-7.26315826432682,1131791,-7.16403581963283,1136495,-7.2793997523201
14,1136538,-7.18093115161281,1132914,-7.15589198059331,1136966,-7.25454021489975
15,1141539,-7.30108563983674,1135675,-7.23631033548463,1137233,-7.30330124472562
16,1143753,-7.33644746687958,1134234,-7.20000799269798,1141190,-7.35113927616067
17,1142756,-7.2837263040953,1138600,-7.20408478690899,1144025,-7.32361122238831
18,1141512,-7.27814732029634,1136725,-7.24012788889087,1138858,-7.30032846887593
19,1132574,-7.09642337045938,1124931,-6.98714386101125,1128808,-7.09519038698852
20,1129381,-7.09749897490514,1129898,-7.05112690415888,1130422,-7.04385152028402
21,1130621,-7.10237293477962,1132747,-7.11887719970321,1136621,-7.21210130993944
22,1139768,-7.30135133194517,1144720,-7.36949992380977,1150612,-7.47295354231028
23,1154519,-7.57017241195479,1149305,-7.47923278550292,1151473,-7.52382386850746
24,1149899,-7.51753827457298,1146358,-7.40381656455185,NA,NA
