"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,914598,-1.89428099765291,NA,NA,924260,-2.09620448663799
2,915890,-1.89042645379914,897883,-1.40443040052861,920790,-1.96820975922645
3,882994,-0.938886726414296,879673,-0.873131137770542,862321,-0.383647349806097
4,881047,-0.898177490593582,875402,-0.794913694266484,862967,-0.434973891230698
5,863562,-0.452939964429447,877468,-0.812823143848334,867308,-0.505241516530248
6,870559,-0.632712617814832,878775,-0.842076898003199,865963,-0.469251363078115
7,861861,-0.390680475221984,883311,-0.958492907778577,870832,-0.601626739216158
8,870178,-0.537240922822377,859926,-0.338695414396227,873757,-0.778565598686953
9,860249,-0.353115606566291,867078,-0.469201381468451,864422,-0.43171455118744
10,863695,-0.396168663112746,875392,-0.79425305026507,870586,-0.640780337569993
11,866321,-0.465524262102633,870216,-0.588510473459166,860162,-0.33261081416731
12,877672,-0.809912495060303,867315,-0.529385909568816,867317,-0.53498213824264
13,868933,-0.492130299393523,862589,-0.437950825275209,862179,-0.385097813291679
14,853175,-0.146108234643236,870978,-0.599723262562748,865293,-0.44168177381755
15,864066,-0.479596199545995,871191,-0.602178377857911,876772,-0.756056669029988
16,864778,-0.478271388248288,863340,-0.452910213349469,860816,-0.38179413844631
17,858835,-0.309325544519481,862970,-0.437116128202888,864216,-0.398846126031287
18,863399,-0.363110697927311,878195,-0.844550590039262,865252,-0.500738743978502
19,864349,-0.400531103591618,873500,-0.688623509138552,871729,-0.604164159876575
20,855843,-0.200378741017744,877650,-0.783083477613332,852247,-0.128647522756694
21,857572,-0.288162931065926,880992,-0.903183593316612,870509,-0.603573901484936
22,858081,-0.240450502574902,874238,-0.673660995165392,869413,-0.60797820917395
23,876778,-0.725384475844805,872440,-0.664136322622653,872057,-0.69192466834744
24,861146,-0.330830923955261,874472,-0.672841311723062,861535,-0.393374581396642
