"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1805613,-18.5785404558953,1785126,-18.2757661466555,1786984,-18.3265874079059
2,1835096,-18.986759005713,1937352,-20.3485789255747,1840371,-19.0967795697092
3,1820138,-18.7646189002806,1811669,-18.6872695098844,1816651,-18.7288382511058
4,1810916,-18.6813518224338,1809829,-18.6075035569693,1808902,-18.6108650029982
5,1802767,-18.529110171368,1801853,-18.5779128043551,1803516,-18.4941201481504
6,1803734,-18.551975799328,1800402,-18.5085653542563,1801904,-18.5132512452877
7,1803186,-18.4856694281009,1795661,-18.4343608700811,1800940,-18.5014410162881
8,1795318,-18.4606795344967,1796731,-18.4427522033735,1794815,-18.4528126746385
9,1793332,-18.4569787583524,1792833,-18.3769283608253,1795846,-18.46751952847
10,1796629,-18.4143961769782,1791698,-18.3903838056267,1794192,-18.4285994837982
11,1791377,-18.3701698916201,1791188,-18.3644734283372,1787963,-18.3326578181296
12,1790749,-18.3442481536949,1781200,-18.2799167737697,1786417,-18.4668456014406
13,1781331,-18.279820108045,1782297,-18.298598679844,1786588,-18.373131449961
14,1791937,-18.3593248469734,1786020,-18.3198431577788,1787083,-18.3460221231233
15,1789624,-18.3297247100999,1784857,-18.3205093984909,1786351,-18.4412648272317
16,1793429,-18.3676501127309,1781036,-18.2687132382502,1780750,-18.3023820075345
17,1790607,-18.3072308507636,1787992,-18.270791486598,1790243,-18.3101307483339
18,1784519,-18.2352301067561,1777994,-18.2110754998558,1786718,-18.3953603899225
19,1785623,-18.2659918312021,1777616,-18.2106415092577,1777705,-18.2656718519266
20,1783736,-18.3152180592171,1785616,-18.273326591965,1784841,-18.2454505778017
21,1775432,-18.1659808448849,1776769,-18.1585191608472,1779941,-18.2115761827681
22,1777218,-18.2141179270533,1776108,-18.1441533389866,1783013,-18.21615596437
23,1783351,-18.234302954506,1777898,-18.1714044782738,1781196,-18.2181073126799
24,1786061,-18.3416414112782,1775072,-18.13174134021,NA,NA
