"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1845112,-19.1123473148324,1989415,-20.9550352432702,2121832,-22.5783405158288
2,1513829,-14.2569204872171,1664841,-16.6104783750854,1649246,-16.3976140601043
3,1607648,-15.7101718257599,1636938,-16.1922905105695,1649077,-16.3473877119125
4,1665043,-16.6143264551205,1625469,-15.9647953427402,1731361,-17.5317953179913
5,1664820,-16.5684210458649,1715527,-17.36911544004,1674573,-16.6683843542245
6,1591471,-15.4693449585405,1792728,-18.4032660052874,1736840,-17.6074700518524
7,1686661,-16.8407086492078,1710642,-17.2404955788969,1731266,-17.5293802412953
8,1683899,-16.8836104079934,1716103,-17.3118997956347,1715797,-17.3439389934053
9,1673138,-16.7447967144147,1696159,-17.0117077338707,1676038,-16.7687819305913
10,1693999,-16.96619579379,1712900,-17.2829855695573,1556391,-14.9340296876985
11,1668034,-16.6136719772867,1733870,-17.5633654795643,1674899,-16.725080434663
12,1624359,-15.9454018338325,1698363,-17.1082430761971,1683809,-17.0061816573494
13,1666952,-16.644034902213,1722583,-17.4597556460418,1680139,-16.8614776647411
14,1667563,-16.5866847810838,1675359,-16.7460280745838,1784211,-18.3063403580837
15,1678696,-16.7548026075295,1698330,-17.097835982675,1679022,-16.9046337588582
16,1606969,-15.6683638657526,1702421,-17.1573698503804,1683858,-16.9185700041735
17,1610937,-15.7045771065656,1654373,-16.3602793654155,1667179,-16.5570791924497
18,1697626,-17.0067098246054,1684464,-16.8813841106485,1643842,-16.3341095516951
19,1640625,-16.1822930963904,1672052,-16.7041676252045,1612741,-15.8606995271167
20,1651824,-16.4230600566567,1683591,-16.8257246553512,1593521,-15.4581933664063
21,1600175,-15.6118375946701,1646081,-16.2794327119293,1613838,-15.7999800148085
22,1646127,-16.3255084981562,1589015,-15.4075398357024,1632546,-16.0476675166701
23,1571156,-15.1201739601243,1577807,-15.2385033179847,1571597,-15.1422487170496
24,1581364,-15.341139001358,1583408,-15.3217632043716,NA,NA
