"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1164100,-7.83569484163661,NA,NA,1161700,-7.73025370981264
2,1097356,-6.34751696260145,1172118,-7.97222579134143,1168120,-7.83464802901511
3,1066813,-5.61091690615274,1090817,-6.18358829079972,1117581,-6.78780980300837
4,1082216,-5.97628066047054,1078224,-5.94267207254518,1107669,-6.6007890793166
5,1111500,-6.68289408632819,1098259,-6.35537891382188,1107770,-6.54811638536512
6,1120024,-6.85522467880821,1099908,-6.38245868042253,1150734,-7.48599381199227
7,1103734,-6.49811024345865,1085223,-6.04053360392948,1121689,-6.85186349287221
8,1113505,-6.62411190146179,1112133,-6.69054792297118,1093183,-6.31136517723979
9,1114444,-6.74806611432314,1101087,-6.36766085360983,1134129,-7.13356976895324
10,1113892,-6.67971757189417,1089778,-6.20399118947205,1115411,-6.75752862511121
11,1128226,-6.98884019612865,1099251,-6.35933020323932,1109477,-6.62044120223982
12,1082369,-5.98862797507741,1094385,-6.27411665028558,1150643,-7.50993687917884
13,1111374,-6.56832860493267,1085494,-6.1143001941216,1105051,-6.51308681141813
14,1103390,-6.50067921822239,1094564,-6.24398388808743,1106308,-6.50961594137772
15,1109881,-6.66405688778605,1092254,-6.18623373612127,1092398,-6.18461830211862
16,1117123,-6.79832674888775,1102146,-6.48140539219753,1109622,-6.64868758492065
17,1103218,-6.4924674667426,1102694,-6.49127143664958,1119695,-6.79250618671716
18,1111258,-6.59660341411848,1103203,-6.4794117321847,1110089,-6.65010946440509
19,1113940,-6.66332919926435,1110851,-6.62078898895174,1105618,-6.47084483714394
20,1106579,-6.54363762466494,1088351,-6.09439495035929,1092201,-6.25681821869307
21,1106961,-6.59698857135135,1093821,-6.24474438102823,1124565,-6.92279064540668
22,1109934,-6.59650480110582,1087096,-6.05876471546821,1117503,-6.80552947098175
23,1114775,-6.65386359072534,1094667,-6.26747214924114,1118525,-6.84067595332141
24,1159718,-7.67355102264628,1132111,-7.04497148325453,1048561,-5.25101533248284
