"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1235580,-9.27343527433283,1229505,-9.12701552742277,1253608,-9.63903888532366
2,1258167,-9.72623892462866,1220390,-8.99809380130586,1250462,-9.61399290996718
3,1243805,-9.42153812934413,1218715,-8.96393730423597,1256105,-9.67736245290519
4,1254923,-9.683092023911,1210989,-8.75228064336437,1248867,-9.5233230301971
5,1210278,-8.7473840894715,1241176,-9.43549569807067,1254122,-9.58219236781702
6,1261418,-9.76942457599296,1243758,-9.43548483918619,1254090,-9.6234449113486
7,1260019,-9.69075643026184,1248936,-9.5313668870395,1262142,-9.77961698505408
8,1245757,-9.49723531445653,1242613,-9.3954225227223,1266537,-9.89933036801517
9,1261547,-9.8090557375611,1259461,-9.71075411450062,1266454,-9.90244462515528
10,1257937,-9.66985679711934,1256343,-9.68337301508825,1252624,-9.61493564053558
11,1253160,-9.60155321228012,1228519,-9.1141564062138,1248921,-9.53191102641296
12,1239627,-9.32056895269017,1226150,-9.12536104541238,1263362,-9.94184512495173
13,1243962,-9.46033026891763,1225966,-9.12390343533099,1258087,-9.77148102161829
14,1256891,-9.65044398906116,1256446,-9.69373154836438,1258652,-9.74527171575625
15,1253818,-9.60146650841227,1243295,-9.45565162025298,1271079,-10.0406633880895
16,1267171,-9.84834097458258,1228833,-9.16503936723126,1256241,-9.71064621078176
17,1267664,-9.82854232875513,1228917,-9.0758234464268,1271087,-9.90640033205062
18,1275422,-9.99745217217003,1247211,-9.51487376183508,1272869,-10.03747166837
19,1270571,-9.91642813016563,1229545,-9.1686345174495,1258983,-9.77499102986877
20,1270402,-9.98395333705315,1246554,-9.46036277930011,1266348,-9.82799153263602
21,1257714,-9.71365979044992,1240678,-9.35079918106402,1254165,-9.62191340510503
22,1253873,-9.64394094115715,1253887,-9.60326401613224,1267095,-9.83728663144763
23,1278391,-10.0682438365452,1255458,-9.64345628337668,1258947,-9.71044918684248
24,1261694,-9.79610103365212,1226852,-9.06851948437048,NA,NA
