"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1088898,-6.17278075331097,1136925,-7.20639650091505,1146820,-7.45827727927292
2,1167758,-7.8984268107921,1179980,-8.17243310731737,1188277,-8.36370103314715
3,1188490,-8.30621467883111,1192563,-8.43227495696664,1211720,-8.79587302414603
4,1215028,-8.89119997310831,1213564,-8.80434566101275,1210052,-8.74962632706712
5,1207455,-8.69009641830763,1223610,-9.08623681824935,1224963,-9.00574789450371
6,1238756,-9.32487836810554,1232639,-9.21543991212172,1222591,-9.0001759769317
7,1222182,-8.94351666479491,1209472,-8.74479076887093,1228790,-9.12349124274903
8,1211754,-8.81910104320423,1222400,-8.99344084700863,1227787,-9.1378196963559
9,1213680,-8.85970107503863,1227453,-9.07965441231613,1230929,-9.2054871687759
10,1221385,-8.94720405781112,1224003,-9.04433847547762,1232976,-9.22753531789374
11,1223727,-9.01889172207552,1227321,-9.09024121163725,1224918,-9.05636467535612
12,1237078,-9.27011510380692,1226027,-9.12290328443055,1238793,-9.45916304028486
13,1218791,-8.95881643880813,1232924,-9.26256772762014,1232514,-9.26832218534838
14,1231328,-9.14661424037956,1224474,-9.06210733171923,1244176,-9.46203934421897
15,1242665,-9.38252989558009,1230349,-9.19925016270889,1228999,-9.21243971090314
16,1243605,-9.38847656984166,1225651,-9.10148350935009,1231904,-9.23019174890777
17,1236707,-9.22239752758821,1231126,-9.11982874509829,1245344,-9.40496608489423
18,1232651,-9.16176947338613,1232872,-9.23150439840146,1238385,-9.36199358527688
19,1232813,-9.17702156354409,1235546,-9.28797410860136,1244773,-9.49637338918973
20,1247593,-9.53985392244886,1259532,-9.71408964969959,1250577,-9.52096201715602
21,1249861,-9.5602559706665,1275699,-10.032771031235,1291193,-10.334092425991
22,1284897,-10.2435521381549,1249485,-9.51708106029821,1251289,-9.52972278538812
23,1257008,-9.65504463077775,1238752,-9.31547375126587,1256003,-9.65311719261808
24,1240643,-9.38309540078228,1240914,-9.34790240386582,NA,NA
