"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1845937,-19.123381130821,1856058,-19.2372971464058,1850218,-19.1836116008854
2,1853524,-19.2333742227074,1850113,-19.2092548056926,1850534,-19.2327183017316
3,1847985,-19.1393926908501,1848693,-19.18635094665,1852202,-19.2070464118003
4,1848935,-19.1940018551289,1850560,-19.1565831668765,1841995,-19.0580673799485
5,1844977,-19.1005347720826,1836572,-19.0485997826397,1818971,-18.7045371901757
6,1731583,-17.5450613186094,1731186,-17.5429478729989,1717372,-17.3301438980617
7,1793753,-18.3563341521249,1772794,-18.1186461996141,1801786,-18.5130227986912
8,1692149,-17.0037606261846,1712065,-17.2539374542835,1702996,-17.1597152576558
9,1799243,-18.538339593465,1804529,-18.5373127533681,1797778,-18.4940165864173
10,1799758,-18.4572991554493,1794966,-18.4353017795342,1788995,-18.3571067743524
11,1789849,-18.3491247515089,1794187,-18.4057137358225,1784583,-18.28602603653
12,1786725,-18.2887988201646,1777817,-18.2330954891596,1766372,-18.1879054671866
13,1764380,-18.0438354908366,1774778,-18.1944624880667,1756947,-17.9610485042413
14,1770694,-18.0650359256147,1762272,-17.9901191987998,1756021,-17.9136013213372
15,1760557,-17.9262617941489,1755306,-17.909433652923,1754893,-18.0001677609698
16,1755216,-17.8371219577902,1752922,-17.8767640785764,1750081,-17.8722730832731
17,1747423,-17.705305234734,1754964,-17.8116008228476,1754523,-17.8134817234542
18,1748827,-17.7376808682147,1748342,-17.7969177114111,1739174,-17.7274829798918
19,1748233,-17.7446452173475,1742363,-17.7173143776487,1745073,-17.8073096026553
20,1743944,-17.7589166633613,1741704,-17.6602351605342,1731696,-17.501164578002
21,1730998,-17.5421398738092,1741344,-17.6626038270747,1737538,-17.6170265505129
22,1732066,-17.5791238082763,1737151,-17.5979522286862,1739354,-17.605608470786
23,1735660,-17.5666757677206,1732029,-17.5281700521898,1726176,-17.4458353746925
24,1721515,-17.4327375014851,1730930,-17.5113739742307,NA,NA
