"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1358494,-11.596284716228,1366805,-11.7210940703781,1354907,-11.5405110945763
2,1352219,-11.4917820873683,1348915,-11.4512358905683,1347442,-11.4435682530938
3,1349530,-11.4202477294986,1346727,-11.4101440966988,1348778,-11.4206452620837
4,1346474,-11.4080921163675,1347526,-11.3692850094469,1346750,-11.3713517758782
5,1346309,-11.3587622633763,1342982,-11.3662106486914,1348284,-11.3553565056374
6,1346364,-11.3669917457965,1344956,-11.351472684517,1345744,-11.3509147694522
7,1348085,-11.3457690870677,1344629,-11.3389609137698,1345648,-11.3486731683601
8,1342284,-11.3249839937367,1344424,-11.3247128277503,1342616,-11.3283426898051
9,1343041,-11.3449061918624,1344652,-11.3146635426902,1341734,-11.3163336439951
10,1345147,-11.311791364506,1342362,-11.305465961307,1342068,-11.304301790788
11,1343424,-11.3058524395536,1343275,-11.3020982098239,1342286,-11.2977870581412
12,1344126,-11.3035094056274,1339762,-11.2952585940573,1339028,-11.371000101215
13,1341255,-11.3070392074422,1339685,-11.2963312925864,1338815,-11.2946518171357
14,1344909,-11.3095264143567,1341284,-11.2941279268173,1339958,-11.2777346237713
15,1343107,-11.2865140900358,1339390,-11.2785474090838,1341024,-11.3588057235418
16,1344644,-11.3015643875801,1340097,-11.2886605722437,1341689,-11.3268426905359
17,1346447,-11.306223701484,1344944,-11.2854476335572,1345864,-11.3068906793847
18,1344762,-11.2939585634863,1340987,-11.2906684685614,1344421,-11.3823648576993
19,1344444,-11.3010259252038,1340847,-11.2917761478225,1341222,-11.3281982859965
20,1342221,-11.3315931667524,1343468,-11.2939837600625,1345066,-11.3049892073891
21,1342021,-11.3022187964948,1342984,-11.2916076256179,1342735,-11.292156437999
22,1342431,-11.3179595714545,1343795,-11.2997176409702,1345124,-11.3010594751003
23,1344679,-11.3063133309998,1343060,-11.2943061087383,1343468,-11.3012314143308
24,1342810,-11.3252208874455,1342261,-11.2716265432371,NA,NA
