"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1079562,-5.96114644439649,1086598,-6.09400587100919,1081922,-6.02913609839254
2,1095375,-6.32769693377105,1095855,-6.35675798976018,1096646,-6.39407665892816
3,1094968,-6.29420299298795,1098853,-6.4242995217075,1095980,-6.33276526538015
4,1099751,-6.44455669642031,1103380,-6.46899306676369,1099150,-6.39113589867685
5,1099098,-6.38119958463938,1103643,-6.55498267912435,1103711,-6.44867968307801
6,1101847,-6.44955524232722,1105827,-6.55235362514134,1097560,-6.35355792998831
7,1096084,-6.27126606928903,1100212,-6.42249200903552,1102999,-6.4745313093502
8,1094905,-6.33123141052528,1105034,-6.51662791207536,1105312,-6.5593594037885
9,1101101,-6.46811093558898,1105950,-6.52118608619986,1100491,-6.45808167333524
10,1097337,-6.31910719455948,1101243,-6.45139331389476,1100015,-6.42809727885617
11,1096588,-6.32604773045239,1103826,-6.48794961236342,1100221,-6.42231011624199
12,1105417,-6.50880894149094,1102910,-6.5274824140094,1102087,-6.58178425735872
13,1103746,-6.52378635910128,1103965,-6.552906523118,1103031,-6.54557500265054
14,1105013,-6.48989786246847,1100440,-6.44166930391827,1099701,-6.43732427478068
15,1105282,-6.50858569930398,1103512,-6.53113823186072,1100572,-6.49690948942191
16,1108074,-6.55850611799758,1104325,-6.54368351673793,1109362,-6.65586136966016
17,1108042,-6.52587247609836,1111145,-6.60490317958499,1111474,-6.61476114382231
18,1107391,-6.53307767504134,1108937,-6.63239240968454,1105069,-6.55852909888046
19,1106073,-6.51481246216099,1106618,-6.58399288099196,1104111,-6.55162555493195
20,1105037,-6.56215481485339,1111327,-6.64424190657058,1105028,-6.48591841115666
21,1099336,-6.41350057114454,1107826,-6.57263225391483,1102365,-6.46207651266485
22,1103294,-6.50177465748294,1111913,-6.65550230367921,1112976,-6.65647936166897
23,1117275,-6.76541847716254,1115019,-6.73639791334011,1115889,-6.75366656480804
24,1110543,-6.66132348133294,1107851,-6.56471735711528,NA,NA
