"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1036997,-4.99462107878031,NA,NA,1039696,-5.00221559827429
2,1039962,-5.02622731319366,1037413,-4.97197876158845,1039539,-4.96554447007674
3,1013662,-4.35198716862016,1017979,-4.48278036872711,1018813,-4.51031970840063
4,1016036,-4.42276061801368,1013036,-4.40685587324623,1017669,-4.51487726053193
5,1019109,-4.54818191878667,1018434,-4.49765789203332,1019243,-4.49825638592159
6,1020758,-4.57073138341519,1019122,-4.50516864608204,1021431,-4.5538895530197
7,1016248,-4.46615118732109,1015762,-4.41236896644943,1018876,-4.48583822295558
8,1023064,-4.53990355964692,1017068,-4.49153724696561,1011114,-4.39012424185762
9,1017750,-4.51406548846637,1018359,-4.4459722171091,1019089,-4.50294663317692
10,1019133,-4.49123718975318,1014137,-4.43300221142005,1018510,-4.52149447704215
11,1021734,-4.54861645615784,1017192,-4.44934857941388,1016523,-4.46640161715817
12,1015366,-4.4147987750452,1015565,-4.43365661177489,1017987,-4.49707501541576
13,1020246,-4.46273533735393,1012484,-4.40055457565433,1016150,-4.44917195906896
14,1013602,-4.41098255535815,1016720,-4.42740385668719,1017374,-4.44696700995007
15,1015723,-4.48140454574383,1015243,-4.38652035221378,1015639,-4.39130379583924
16,1016655,-4.47979006208305,1015512,-4.46723588010445,1015220,-4.46147694467288
17,1014854,-4.43804355852757,1015048,-4.45254369822527,1020468,-4.50926385451066
18,1017587,-4.42878644822071,1016534,-4.46418635419786,1015632,-4.46257315976459
19,1018248,-4.4532369020921,1018707,-4.49036687923029,1018431,-4.4497598417787
20,1014507,-4.40649575945838,1015089,-4.37932232239717,1010529,-4.34377868170822
21,1013391,-4.42186084411503,1014652,-4.39540279987398,1020314,-4.52968484560421
22,1015944,-4.41896057274181,1015206,-4.37338871150587,1017466,-4.49782088398183
23,1019422,-4.45315168704775,1014816,-4.40295445867582,1017957,-4.52072204130303
24,1017087,-4.44687728501759,1019180,-4.45963409322724,1014770,-4.44394445643519
