"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1610770,-15.7703438553864,1613323,-15.7865089089732,1610767,-15.775837007585
2,1611286,-15.7869764211458,1608304,-15.7619205871753,1607972,-15.7753362349663
3,1609303,-15.7354320638946,1606344,-15.7291992870801,1610066,-15.7596191412442
4,1608192,-15.761183554053,1609170,-15.7174287296511,1608530,-15.7236980037491
5,1606056,-15.6852603744197,1603492,-15.7100843969666,1609315,-15.6921810625123
6,1562143,-15.0125389470177,1557069,-14.939279170593,1559407,-14.9607427646488
7,1598621,-15.5237047363466,1604674,-15.6699766300159,1605567,-15.6767389653069
8,1550338,-14.8549429570475,1555840,-14.9036403850372,1571310,-15.1828842534576
9,1605575,-15.729842937753,1605681,-15.6644396095175,1603191,-15.677797525089
10,1605302,-15.6449877263615,1602069,-15.6395637300889,1602943,-15.6570358197119
11,1602583,-15.6302018203276,1601646,-15.6137913212324,1601598,-15.6260554914925
12,1602287,-15.6095229170541,1596509,-15.5897711749772,1597606,-15.7112990804951
13,1599026,-15.6207630903363,1596925,-15.5992421054843,1597355,-15.6207327121502
14,1602762,-15.6121440589711,1598249,-15.5890193883795,1597468,-15.5857749559423
15,1600509,-15.5833526937989,1595976,-15.5716464366529,1597759,-15.6774528948769
16,1602199,-15.5954137147018,1594751,-15.552344413202,1597352,-15.6171782335053
17,1602148,-15.5701924079744,1599295,-15.5291118639453,1601088,-15.5634657975376
18,1599586,-15.5457401133675,1594869,-15.5391816918779,1599232,-15.6551887108525
19,1598617,-15.5453622329535,1594185,-15.5330024110119,1595614,-15.5976319116022
20,1596382,-15.584063494055,1598066,-15.5456126314448,1597402,-15.517879880708
21,1592627,-15.4958543750504,1594452,-15.4971440179316,1592733,-15.4766570703534
22,1591418,-15.4941546163086,1592539,-15.4619050174314,1594796,-15.4733684437534
23,1595800,-15.5020475534307,1592082,-15.4593416462581,1593410,-15.4802867343947
24,1590786,-15.487264059231,1588446,-15.3997415180974,NA,NA
