"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1192139,-8.41944625894956,NA,NA,1201556,-8.55801641119814
2,1224142,-9.03069277118806,1220777,-8.9697869944464,1224258,-8.9870776799296
3,1141907,-7.28335924263774,1165707,-7.81441385813099,1175832,-8.03580062014089
4,1143004,-7.3191696281213,1133336,-7.16808153674464,1181886,-8.19358185145154
5,1175836,-8.06410233357445,1168818,-7.88506150349247,1182851,-8.15853715565129
6,1183978,-8.2192519804957,1160050,-7.68996147434302,1192497,-8.36108437696356
7,1177539,-8.08724311475856,1146160,-7.38267549781733,1193694,-8.37960474424762
8,1192444,-8.3055335611424,1184231,-8.23284501540593,1147658,-7.50611619218608
9,1188187,-8.32153634787585,1173683,-7.93517216093761,1186253,-8.23632298438554
10,1189617,-8.29502734955986,1161028,-7.75983713457077,1191877,-8.38517966537779
11,1196511,-8.43190149450504,1171690,-7.92702820766431,1183812,-8.2132493464282
12,1140991,-7.28522927344011,1164685,-7.80383641888835,1177676,-8.07992796704048
13,1187310,-8.19144575728393,1157163,-7.68467395708143,1180792,-8.14089199458317
14,1182666,-8.20504194124686,1167462,-7.82829394199882,1186374,-8.22554941944088
15,1193421,-8.44661431345105,1160419,-7.67326989555295,1161683,-7.69515051781389
16,1196935,-8.49216062687253,1185467,-8.27032678529889,1184796,-8.25754500675293
17,1188826,-8.32732840709434,1182986,-8.21760229123083,1202023,-8.53430206229189
18,1197083,-8.42386108120081,1170476,-7.93430636353304,1184353,-8.23949329638674
19,1191325,-8.31223221538903,1186040,-8.22861262258897,1181966,-8.11025559996312
20,1184296,-8.20971643901208,1144959,-7.33996447623656,1163171,-7.80305189788515
21,1181788,-8.20429529016957,1148841,-7.4504396729838,1189929,-8.30952544354602
22,1186969,-8.24407825974089,1150807,-7.45887864801125,1179382,-8.12877031988205
23,1167177,-7.78217888116126,1151943,-7.52042095254092,1176960,-8.09201100246435
24,1179395,-8.08638563838144,1164993,-7.74799291563164,1175142,-8.0524579210587
