"msg","time","node","ntc","sensor","hoehe_cm","counts","T_std","T_cal","diff"
1,2026-06-29 18:16:32,1,1,"NTC1",4,1061919,-4.65207996639623,-5.55599736932533,-0.903917402929096
1,2026-06-29 18:16:32,1,2,"NTC2",8,1086055,-5.18137123577515,-6.08171687122393,-0.900345635448787
1,2026-06-29 18:16:32,1,3,"NTC3",12,1082415,-5.10235754047102,-6.04032147309164,-0.937963932620619
1,2026-06-29 18:16:32,2,1,"NTC1",16,1083198,-5.11937810344881,-6.0530062890129,-0.933628185564089
1,2026-06-29 18:16:32,2,2,"NTC2",20,1064730,-4.71438238846264,-5.64843214075876,-0.934049752296119
1,2026-06-29 18:16:32,2,3,"NTC3",24,1078627,-5.01982921420762,-5.98691579736982,-0.9670865831622
1,2026-06-29 18:16:32,3,1,"NTC1",28,1067607,-4.77796560449917,-5.67208019655698,-0.894114592057804
1,2026-06-29 18:16:32,3,2,"NTC2",32,1061286,-4.63802593264262,-5.56946853922085,-0.93144260657823
1,2026-06-29 18:16:32,3,3,"NTC3",36,1067114,-4.76708307119287,-5.67681980692379,-0.909736735730917
1,2026-06-29 18:16:32,4,1,"NTC1",40,1065877,-4.73975370433493,-5.67530122626692,-0.935547521931994
1,2026-06-29 18:16:32,4,2,"NTC2",44,1069953,-4.82967789535797,-5.71296293160725,-0.883285036249276
1,2026-06-29 18:16:32,4,3,"NTC3",48,1059124,-4.58995687424368,-5.47938910072452,-0.889432226480835
1,2026-06-29 18:16:32,5,1,"NTC1",52,1054306,-4.48245627346915,-5.35765733369107,-0.875201060221912
1,2026-06-29 18:16:32,5,2,"NTC2",56,1069707,-4.82426107429814,-5.7875558164132,-0.963294742115067
1,2026-06-29 18:16:32,5,3,"NTC3",60,1062897,-4.67377615941064,-5.52263228450778,-0.848856125097143
1,2026-06-29 18:16:32,6,1,"NTC1",64,1052099,-4.43303718239605,-5.31296939432008,-0.879932211924029
1,2026-06-29 18:16:32,6,2,"NTC2",68,1052658,-4.44556479359045,-5.34121618706382,-0.895651393473372
1,2026-06-29 18:16:32,6,3,"NTC3",72,1043856,-4.24747265249476,-5.12024726767942,-0.872774615184653
1,2026-06-29 18:16:32,7,1,"NTC1",76,1048872,-4.3605779518274,-5.18865362422196,-0.828075672394561
1,2026-06-29 18:16:32,7,2,"NTC2",80,1048900,-4.36120769240921,-5.24882048791608,-0.887612795506868
1,2026-06-29 18:16:32,7,3,"NTC3",84,1057183,-4.5467118487453,-5.43203144238197,-0.885319593636666
1,2026-06-29 18:16:32,8,1,"NTC1",88,1025807,-3.8356085922303,-4.7281536120484,-0.892545019818101
1,2026-06-29 18:16:32,8,2,"NTC2",92,1046888,-4.31591039591012,-5.18762463160732,-0.871714235697198
1,2026-06-29 18:16:32,8,3,"NTC3",96,1044241,-4.25617460791881,-5.16183839960337,-0.90566379168456
1,2026-06-29 18:16:32,9,1,"NTC1",100,1031498,-3.96630705107623,-4.86080695446611,-0.894499903389885
1,2026-06-29 18:16:32,9,2,"NTC2",104,1043967,-4.24998188102745,-5.10252525460538,-0.85254337357793
1,2026-06-29 18:16:32,9,3,"NTC3",108,1033578,-4.01388282181347,-4.91585829530118,-0.90197547348771
1,2026-06-29 18:16:32,10,1,"NTC1",112,1035253,-4.05212038928494,-4.88671604607663,-0.834595656791691
1,2026-06-29 18:16:32,10,2,"NTC2",116,1044520,-4.26247855050036,-5.1512736526085,-0.888795102108134
1,2026-06-29 18:16:32,10,3,"NTC3",120,1030413,-3.94144898488668,-4.82063214617176,-0.879183161285084
1,2026-06-29 18:16:32,11,1,"NTC1",124,1030226,-3.93716185194108,-4.78987363542007,-0.852711783478981
1,2026-06-29 18:16:32,11,2,"NTC2",128,1041792,-4.2007623617335,-5.06560428974865,-0.864841928015153
1,2026-06-29 18:16:32,11,3,"NTC3",132,1033625,-4.01495666335774,-4.88695766653666,-0.872001003178923
1,2026-06-29 18:16:32,12,1,"NTC1",136,1052109,-4.43326135257911,-5.29339181707547,-0.860130464496365
1,2026-06-29 18:16:32,12,2,"NTC2",140,1047019,-4.31886251249307,-5.2493839583779,-0.930521445884835
1,2026-06-29 18:16:32,12,3,"NTC3",144,1040403,-4.16927205332837,-5.16126496219658,-0.991992908868212
1,2026-06-29 18:16:32,13,1,"NTC1",148,1032646,-3.99257793920066,-4.88505188929543,-0.892473950094768
1,2026-06-29 18:16:32,13,2,"NTC2",152,1045857,-4.29266272874548,-5.22388809720502,-0.931225368459536
1,2026-06-29 18:16:32,13,3,"NTC3",156,1048322,-4.34820439279179,-5.29504165424811,-0.946837261456324
1,2026-06-29 18:16:32,14,1,"NTC1",160,1040741,-4.17693907194587,-5.01600372658339,-0.839064654637525
1,2026-06-29 18:16:32,14,2,"NTC2",164,1038372,-4.12314554561181,-5.01404193985979,-0.890896394247989
1,2026-06-29 18:16:32,14,3,"NTC3",168,1048519,-4.35263717635587,-5.26748239409756,-0.914845217741686
1,2026-06-29 18:16:32,15,1,"NTC1",172,1051446,-4.41839392489561,-5.28109895941685,-0.862705034521241
1,2026-06-29 18:16:32,15,2,"NTC2",176,1045383,-4.28196641784615,-5.20126509725748,-0.919298679411327
1,2026-06-29 18:16:32,15,3,"NTC3",180,1040785,-4.17793694887217,-5.12171745096168,-0.94378050208951
1,2026-06-29 18:16:32,16,1,"NTC1",184,1033700,-4.0166701317325,-4.85047014960577,-0.833800017873273
1,2026-06-29 18:16:32,16,2,"NTC2",188,1030025,-3.93255282522057,-4.83055753896178,-0.898004713741216
1,2026-06-29 18:16:32,16,3,"NTC3",192,1053470,-4.46374963361984,-5.38436094123568,-0.920611307615843
1,2026-06-29 18:16:32,17,1,"NTC1",196,1039502,-4.14882116865266,-4.95500845482542,-0.806187286172758
1,2026-06-29 18:16:32,17,2,"NTC2",200,1041413,-4.19217444375323,-5.01180010424912,-0.819625660495888
1,2026-06-29 18:16:32,17,3,"NTC3",204,1053529,-4.46507036059694,-5.29842546022894,-0.833355099632001
1,2026-06-29 18:16:32,18,1,"NTC1",208,1044784,-4.26844190899101,-5.10238692152126,-0.83394501253025
1,2026-06-29 18:16:32,18,2,"NTC2",212,1053580,-4.46621194209592,-5.3735497308266,-0.907337788730672
1,2026-06-29 18:16:32,18,3,"NTC3",216,1059535,-4.59910296989273,-5.52135517927121,-0.922252209378485
1,2026-06-29 18:16:32,19,1,"NTC1",220,1049240,-4.36885310479818,-5.21757813497896,-0.848725030180788
1,2026-06-29 18:16:32,19,2,"NTC2",224,1046268,-4.30193317143573,-5.20505161072242,-0.903118439286686
1,2026-06-29 18:16:32,19,3,"NTC3",228,1057372,-4.55092645968301,-5.48818807395605,-0.937261614273041
1,2026-06-29 18:16:32,20,1,"NTC1",232,1059216,-4.59200450556051,-5.52076725777619,-0.928762752215675
1,2026-06-29 18:16:32,20,2,"NTC2",236,1064418,-4.70747597614974,-5.58449185724993,-0.877015881100192
1,2026-06-29 18:16:32,20,3,"NTC3",240,1062191,-4.65811622792273,-5.514144742844,-0.856028514921263
1,2026-06-29 18:16:32,21,1,"NTC1",244,1050961,-4.40751169005244,-5.30754090198127,-0.900029211928825
1,2026-06-29 18:16:32,21,2,"NTC2",248,1064548,-4.71035391120967,-5.59327106878504,-0.882917157575378
1,2026-06-29 18:16:32,21,3,"NTC3",252,1062243,-4.65927003068919,-5.55277705888585,-0.893507028196666
1,2026-06-29 18:16:32,22,1,"NTC1",256,1058252,-4.57053942713856,-5.47604125514613,-0.905501828007573
1,2026-06-29 18:16:32,22,2,"NTC2",260,1072622,-4.88836271915596,-5.77133538702805,-0.882972667872082
1,2026-06-29 18:16:32,22,3,"NTC3",264,1073220,-4.90148987135996,-5.76260602408627,-0.861116152726311
1,2026-06-29 18:16:32,23,1,"NTC1",268,1090355,-5.27434802106802,-6.16642015190718,-0.892072130839153
1,2026-06-29 18:16:32,23,2,"NTC2",272,1084771,-5.15353170561656,-6.06131975637095,-0.907788050754391
1,2026-06-29 18:16:32,23,3,"NTC3",276,1092569,-5.32206771493327,-6.23514595306455,-0.913078238131277
1,2026-06-29 18:16:32,24,1,"NTC1",280,1078133,-5.0090437207262,-5.93255461187073,-0.923510891144531
1,2026-06-29 18:16:32,24,2,"NTC2",284,1060434,-4.6190954278905,-5.4892847624393,-0.870189334548797
1,2026-06-29 18:16:32,24,3,"NTC3",288,NA,NA,NA,NA
2,2026-06-29 22:15:57,1,1,"NTC1",4,1145426,-6.4317085267266,-7.41561977003215,-0.983911243305556
2,2026-06-29 22:15:57,1,2,"NTC2",8,1137292,-6.26453936925327,-7.21432140459484,-0.94978203534157
2,2026-06-29 22:15:57,1,3,"NTC3",12,1146631,-6.45636632317428,-7.45423680094456,-0.997870477770277
2,2026-06-29 22:15:57,2,1,"NTC1",16,1152545,-6.57698656218668,-7.57674211588113,-0.999755553694456
2,2026-06-29 22:15:57,2,2,"NTC2",20,1142791,-6.37769269141518,-7.38669340919085,-1.00900071777568
2,2026-06-29 22:15:57,2,3,"NTC3",24,1144210,-6.40679770638258,-7.43665305441067,-1.02985534802809
2,2026-06-29 22:15:57,3,1,"NTC1",28,1142381,-6.36927606251618,-7.33532716967642,-0.96605110716024
2,2026-06-29 22:15:57,3,2,"NTC2",32,1125266,-6.01504004210852,-7.00750522473743,-0.992465182628905
2,2026-06-29 22:15:57,3,3,"NTC3",36,1147452,-6.47315061599465,-7.45949836210264,-0.986347746107981
2,2026-06-29 22:15:57,4,1,"NTC1",40,1154032,-6.60721167910322,-7.62777568161607,-1.02056400251286
2,2026-06-29 22:15:57,4,2,"NTC2",44,1132804,-6.17175782828002,-7.1152350548802,-0.94347722660018
2,2026-06-29 22:15:57,4,3,"NTC3",48,1151421,-6.55411240452514,-7.53169389967184,-0.977581495146694
2,2026-06-29 22:15:57,5,1,"NTC1",52,1125177,-6.01318303717477,-6.95753779831119,-0.944354761136424
2,2026-06-29 22:15:57,5,2,"NTC2",56,1140617,-6.33302740140289,-7.36396788099302,-1.03094047959013
2,2026-06-29 22:15:57,5,3,"NTC3",60,1147786,-6.47997517073094,-7.40998308652343,-0.930007915792487
2,2026-06-29 22:15:57,6,1,"NTC1",64,1156220,-6.65161046431228,-7.63296494817297,-0.981354483860684
2,2026-06-29 22:15:57,6,2,"NTC2",68,1153651,-6.59947132023075,-7.59165545940772,-0.99218413917697
2,2026-06-29 22:15:57,6,3,"NTC3",72,1156746,-6.66227074502154,-7.64282265684875,-0.980551911827206
2,2026-06-29 22:15:57,7,1,"NTC1",76,1158978,-6.70744889684329,-7.64126498357155,-0.933816086728257
2,2026-06-29 22:15:57,7,2,"NTC2",80,1147314,-6.47033027423197,-7.45132507592575,-0.980994801693782
2,2026-06-29 22:15:57,7,3,"NTC3",84,1154048,-6.60753667423751,-7.58497156696438,-0.977434892726876
2,2026-06-29 22:15:57,8,1,"NTC1",88,1149377,-6.51245484786205,-7.5231858743424,-1.01073102648036
2,2026-06-29 22:15:57,8,2,"NTC2",92,1141368,-6.34846706906347,-7.3110563039836,-0.962589234920131
2,2026-06-29 22:15:57,8,3,"NTC3",96,1157189,-6.67124490341109,-7.68548549784185,-1.01424059443076
2,2026-06-29 22:15:57,9,1,"NTC1",100,1156567,-6.65864358400233,-7.67605575559122,-1.01741217158889
2,2026-06-29 22:15:57,9,2,"NTC2",104,1152087,-6.56766881160291,-7.52504315555558,-0.957374343952665
2,2026-06-29 22:15:57,9,3,"NTC3",108,1165158,-6.8320593550261,-7.85945690420567,-1.02739754917957
2,2026-06-29 22:15:57,10,1,"NTC1",112,1155107,-6.62903667031804,-7.57891727458048,-0.949880604262432
2,2026-06-29 22:15:57,10,2,"NTC2",116,1154519,-6.61710157805544,-7.61124209539724,-0.994140517341805
2,2026-06-29 22:15:57,10,3,"NTC3",120,1163426,-6.7972069396015,-7.80395216551256,-1.00674522591106
2,2026-06-29 22:15:57,11,1,"NTC1",124,1151948,-6.56484015803312,-7.53591909565068,-0.971078937617563
2,2026-06-29 22:15:57,11,2,"NTC2",128,1134403,-6.20485907838275,-7.15903468478712,-0.954175606404362
2,2026-06-29 22:15:57,11,3,"NTC3",132,1150356,-6.53241706841033,-7.51632498417109,-0.983907915760767
2,2026-06-29 22:15:57,12,1,"NTC1",136,1143351,-6.38918339554868,-7.33750057414147,-0.948317178592788
2,2026-06-29 22:15:57,12,2,"NTC2",140,1123391,-5.97588468037281,-6.97920233118663,-1.00331765081381
2,2026-06-29 22:15:57,12,3,"NTC3",144,1163347,-6.79561594014496,-7.91381559772839,-1.11819965758343
2,2026-06-29 22:15:57,13,1,"NTC1",148,1150517,-6.53569819983414,-7.54364570396734,-1.0079475041332
2,2026-06-29 22:15:57,13,2,"NTC2",152,1138231,-6.2839023324799,-7.30327690341642,-1.01937457093652
2,2026-06-29 22:15:57,13,3,"NTC3",156,1159521,-6.71842586829285,-7.7715768630087,-1.05315099471585
2,2026-06-29 22:15:57,14,1,"NTC1",160,1158871,-6.70528520419714,-7.65870590665492,-0.953420702457777
2,2026-06-29 22:15:57,14,2,"NTC2",164,1159739,-6.72283129623224,-7.73020888901004,-1.0073775927778
2,2026-06-29 22:15:57,14,3,"NTC3",168,1166959,-6.86824206816766,-7.89269658952719,-1.02445452135953
2,2026-06-29 22:15:57,15,1,"NTC1",172,1157058,-6.6685915249073,-7.63244513160879,-0.963853606701491
2,2026-06-29 22:15:57,15,2,"NTC2",176,1153192,-6.59014271917391,-7.61180514943442,-1.02166243026051
2,2026-06-29 22:15:57,15,3,"NTC3",180,1173134,-6.99185244434091,-8.06799710474274,-1.07614466040184
2,2026-06-29 22:15:57,16,1,"NTC1",184,1180172,-7.13190111360075,-8.10530825094565,-0.973407137344907
2,2026-06-29 22:15:57,16,2,"NTC2",188,1148792,-6.50051783865968,-7.5130733900408,-1.01255555138113
2,2026-06-29 22:15:57,16,3,"NTC3",192,1153719,-6.60085300036712,-7.61945930881308,-1.01860630844595
2,2026-06-29 22:15:57,17,1,"NTC1",196,1171146,-6.95213225973691,-7.88618966379926,-0.934057404062344
2,2026-06-29 22:15:57,17,2,"NTC2",200,1147735,-6.47893323436148,-7.40016858922166,-0.921235354860187
2,2026-06-29 22:15:57,17,3,"NTC3",204,1173809,-7.00532272251934,-7.95434457917753,-0.949021856658192
2,2026-06-29 22:15:57,18,1,"NTC1",208,1173033,-6.98983618594445,-7.94643701780075,-0.956600831856292
2,2026-06-29 22:15:57,18,2,"NTC2",212,1151351,-6.55268707382356,-7.55391179343462,-1.00122471961106
2,2026-06-29 22:15:57,18,3,"NTC3",216,1176951,-7.06791665442518,-8.11021581861002,-1.04229916418484
2,2026-06-29 22:15:57,19,1,"NTC1",220,1174005,-7.00923255605812,-7.97831401588536,-0.969081459827237
2,2026-06-29 22:15:57,19,2,"NTC2",224,1153768,-6.60184856927123,-7.60852177715628,-1.00667320788506
2,2026-06-29 22:15:57,19,3,"NTC3",228,1168594,-6.90103859508133,-7.94598358426481,-1.04494498918348
2,2026-06-29 22:15:57,20,1,"NTC1",232,1175926,-7.04751638424602,-8.08892757081998,-1.04141118657395
2,2026-06-29 22:15:57,20,2,"NTC2",236,1167965,-6.88842721591027,-7.86415188233468,-0.975724666424412
2,2026-06-29 22:15:57,20,3,"NTC3",240,1169896,-6.92712072159429,-7.88611857984336,-0.958997858249063
2,2026-06-29 22:15:57,21,1,"NTC1",244,1160149,-6.73111435660894,-7.7348513243773,-1.00373696776836
2,2026-06-29 22:15:57,21,2,"NTC2",248,1151681,-6.55940568522288,-7.52571501885188,-0.966309333628999
2,2026-06-29 22:15:57,21,3,"NTC3",252,1154002,-6.6066023003446,-7.58390737242092,-0.97730507207632
2,2026-06-29 22:15:57,22,1,"NTC1",256,1163016,-6.7889486088115,-7.79744037722145,-1.00849176840995
2,2026-06-29 22:15:57,22,2,"NTC2",260,1150638,-6.53816382268326,-7.49606112961459,-0.957897306931329
2,2026-06-29 22:15:57,22,3,"NTC3",264,1166533,-6.85968892485096,-7.81014213765525,-0.950453212804291
2,2026-06-29 22:15:57,23,1,"NTC1",268,1174978,-7.02863186369564,-8.0010196064876,-0.972387742791966
2,2026-06-29 22:15:57,23,2,"NTC2",272,1165966,-6.84829967734498,-7.83205892023165,-0.983759242886663
2,2026-06-29 22:15:57,23,3,"NTC3",276,1167124,-6.87155401677961,-7.85488089310843,-0.983326876328817
2,2026-06-29 22:15:57,24,1,"NTC1",280,1174379,-7.01669124004525,-8.03515563854864,-1.0184643985034
2,2026-06-29 22:15:57,24,2,"NTC2",284,1150850,-6.5424830937497,-7.49981473916512,-0.957331645415422
2,2026-06-29 22:15:57,24,3,"NTC3",288,NA,NA,NA,NA
3,2026-06-30 02:15:57,1,1,"NTC1",4,1467628,-12.2083421332268,-13.4886740470167,-1.28033191378984
3,2026-06-30 02:15:57,1,2,"NTC2",8,1472902,-12.291532020291,-13.5528217301948,-1.26128970990374
3,2026-06-30 02:15:57,1,3,"NTC3",12,1466796,-12.1951904972385,-13.4821206796369,-1.28693018239846
3,2026-06-30 02:15:57,2,1,"NTC1",16,1471085,-12.262905979699,-13.5551196484772,-1.29221366877823
3,2026-06-30 02:15:57,2,2,"NTC2",20,1469031,-12.2305023875397,-13.5407384283845,-1.31023604084476
3,2026-06-30 02:15:57,2,3,"NTC3",24,1465727,-12.1782812960936,-13.5043935242109,-1.32611222811721
3,2026-06-30 02:15:57,3,1,"NTC1",28,1463306,-12.1399396056978,-13.4031077304673,-1.26316812476949
3,2026-06-30 02:15:57,3,2,"NTC2",32,1462956,-12.1343912215397,-13.4371817590097,-1.30279053746995
3,2026-06-30 02:15:57,3,3,"NTC3",36,1467225,-12.2019727655685,-13.4819830290865,-1.28001026351791
3,2026-06-30 02:15:57,4,1,"NTC1",40,1465254,-12.1707954476815,-13.4788303968083,-1.30803494912681
3,2026-06-30 02:15:57,4,2,"NTC2",44,1467846,-12.2117868494,-13.4637993653775,-1.25201251597747
3,2026-06-30 02:15:57,4,3,"NTC3",48,1464128,-12.1529650250245,-13.4177625261507,-1.26479750112622
3,2026-06-30 02:15:57,5,1,"NTC1",52,1464961,-12.1661570918967,-13.4289690860986,-1.26281199420185
3,2026-06-30 02:15:57,5,2,"NTC2",56,1463635,-12.1451538442699,-13.4729265371238,-1.32777269285396
3,2026-06-30 02:15:57,5,3,"NTC3",60,1470027,-12.2462209349123,-13.4725683019847,-1.22634736707232
3,2026-06-30 02:15:57,6,1,"NTC1",64,1464933,-12.1657137861915,-13.4360658369064,-1.27035205071485
3,2026-06-30 02:15:57,6,2,"NTC2",68,1464248,-12.1548659179057,-13.432772065859,-1.27790614795327
3,2026-06-30 02:15:57,6,3,"NTC3",72,1464864,-12.1646213171376,-13.4279394950664,-1.26331817792885
3,2026-06-30 02:15:57,7,1,"NTC1",76,1465842,-12.1801009478434,-13.3972767613539,-1.21717581351049
3,2026-06-30 02:15:57,7,2,"NTC2",80,1463954,-12.1502084461531,-13.4205388931559,-1.27033044700283
3,2026-06-30 02:15:57,7,3,"NTC3",84,1466386,-12.1887067057354,-13.4532142441374,-1.26450753840203
3,2026-06-30 02:15:57,8,1,"NTC1",88,1457106,-12.0414515460648,-13.3350061770717,-1.29355463100688
3,2026-06-30 02:15:57,8,2,"NTC2",92,1460629,-12.0974676924265,-13.3555272765404,-1.25805958411394
3,2026-06-30 02:15:57,8,3,"NTC3",96,1462715,-12.1305699701467,-13.4270611219231,-1.29649115177642
3,2026-06-30 02:15:57,9,1,"NTC1",100,1459100,-12.0731734675572,-13.3789137439999,-1.30574027644269
3,2026-06-30 02:15:57,9,2,"NTC2",104,1459301,-12.0763686419376,-13.3196180207869,-1.24324937884927
3,2026-06-30 02:15:57,9,3,"NTC3",108,1461697,-12.1144216127772,-13.4130990397134,-1.29867742693619
3,2026-06-30 02:15:57,10,1,"NTC1",112,1460152,-12.0898914620182,-13.3211893078168,-1.23129784579857
3,2026-06-30 02:15:57,10,2,"NTC2",116,1457327,-12.0449695631456,-13.3180067432722,-1.27303718012661
3,2026-06-30 02:15:57,10,3,"NTC3",120,1463203,-12.1383069370401,-13.4207536127886,-1.28244667574853
3,2026-06-30 02:15:57,11,1,"NTC1",124,1456012,-12.0240284857778,-13.2776737758166,-1.25364529003883
3,2026-06-30 02:15:57,11,2,"NTC2",128,1460502,-12.0954507892356,-13.3516653380177,-1.25621454878211
3,2026-06-30 02:15:57,11,3,"NTC3",132,1456696,-12.0349234555202,-13.3011045449068,-1.26618108938652
3,2026-06-30 02:15:57,12,1,"NTC1",136,1462450,-12.1263674327061,-13.3702618181381,-1.24389438543204
3,2026-06-30 02:15:57,12,2,"NTC2",140,1451648,-11.9543932005811,-13.2588535867959,-1.30446038621477
3,2026-06-30 02:15:57,12,3,"NTC3",144,1454713,-12.0033231109867,-13.4068622130015,-1.40353910201486
3,2026-06-30 02:15:57,13,1,"NTC1",148,1451253,-11.9480796629051,-13.2400013835859,-1.29192172068082
3,2026-06-30 02:15:57,13,2,"NTC2",152,1456682,-12.0347005117731,-13.3463754429365,-1.3116749311634
3,2026-06-30 02:15:57,13,3,"NTC3",156,1454372,-11.9978846015323,-13.322045362733,-1.32416076120074
3,2026-06-30 02:15:57,14,1,"NTC1",160,1458036,-12.056252171798,-13.2893479673692,-1.23309579557122
3,2026-06-30 02:15:57,14,2,"NTC2",164,1453615,-11.9858067431206,-13.263773794665,-1.27796705154441
3,2026-06-30 02:15:57,14,3,"NTC3",168,1454671,-12.0026533360145,-13.2892863336234,-1.28663299760888
3,2026-06-30 02:15:57,15,1,"NTC1",172,1454907,-12.0064165755429,-13.2448531405731,-1.23843656503016
3,2026-06-30 02:15:57,15,2,"NTC2",176,1454668,-12.0026054941845,-13.299811324668,-1.29720583048351
