"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1038254,-5.00149797959841,995181,-3.93020072919461,967011,-3.26692751746157
2,970627,-3.351078477503,980752,-3.6248969312021,975875,-3.52169981231663
3,979198,-3.54287625106684,988131,-3.81115405732112,980272,-3.58679671615641
4,978833,-3.57621420462266,992427,-3.86113782691405,978088,-3.51899738963425
5,994370,-3.91539010813494,990216,-3.8867144344253,985144,-3.65203776692971
6,979316,-3.54572330338232,986835,-3.75104490238613,983001,-3.64074417090677
7,982258,-3.57215160614055,986522,-3.73932212976376,986596,-3.73088648899852
8,980030,-3.60325577506552,990191,-3.81610571006024,987283,-3.78004459354162
9,983825,-3.69397377784458,987380,-3.72909698021545,985201,-3.73501964735641
10,986577,-3.6999964563546,986962,-3.75510261482015,985616,-3.72540750906251
11,983654,-3.64919409201326,998178,-4.01212011167917,983743,-3.66829468519177
12,1000094,-4.04440618830085,996074,-4.02132526024428,984436,-3.79484539690515
13,983055,-3.67144112593388,997805,-4.06582782675309,980727,-3.65318943049584
14,988922,-3.7575011806133,986642,-3.75497015761675,975626,-3.49576934509486
15,985623,-3.6887965302634,992352,-3.91951750168721,985395,-3.77413345009353
16,988793,-3.75642651300069,995557,-3.99188823721727,991515,-3.89181431025833
17,988867,-3.72401842429946,1001487,-4.04919226368185,989035,-3.74228893882423
18,989321,-3.75878345988167,994119,-3.94277260278727,981495,-3.63243417115649
19,990377,-3.79499542155111,998655,-4.05776497764009,992416,-3.92758527628297
20,989571,-3.84515717854231,1000399,-4.05753954814048,994516,-3.89312859704489
21,986344,-3.74508778518771,999493,-4.04083308530562,993615,-3.91259592937962
22,988293,-3.78989574625621,994916,-3.91966894075699,990495,-3.78753327044848
23,993113,-3.86791638908437,993366,-3.89665234282216,990170,-3.81433709629647
24,987001,-3.75565296780962,997836,-3.99083095122785,NA,NA
