"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1648337,-16.3363606032852,1673513,-16.6864558632122,1647837,-16.3340277571201
2,1645754,-16.3066107661589,1665102,-16.6143306754522,1648263,-16.3829698564787
3,1644261,-16.2631868934423,1666600,-16.6333395724052,1649632,-16.3556522077384
4,1644330,-16.3068079543056,1670862,-16.6412545781774,1630938,-16.0632837130962
5,1675566,-16.7266554373717,1657466,-16.5228608545997,1649537,-16.2982933729739
6,1635375,-16.1381268503186,1651169,-16.3794545842374,1644266,-16.2610302355061
7,1641055,-16.1670154274515,1655709,-16.4384701393633,1649051,-16.3329918459169
8,1638278,-16.208783100038,1655526,-16.4282572341338,1648647,-16.3624202220304
9,1633899,-16.1602576562799,1644341,-16.248870025697,1636160,-16.1773778837314
10,1638957,-16.1544281270142,1643577,-16.267564961186,1643283,-16.2672286688946
11,1637475,-16.1592262610931,1672446,-16.6762205158991,1639431,-16.1992409459374
12,1676186,-16.7170045379159,1665042,-16.6214042327406,1633532,-16.2589788734473
13,1624969,-16.0164552805024,1666173,-16.6413254049467,1621218,-15.9846602625666
14,1639620,-16.1710182981467,1629847,-16.0695431673286,1604812,-15.6984106600531
15,1618984,-15.8650821847529,1642951,-16.2835000979349,1616552,-15.9664966066616
16,1624195,-15.9300701766434,1656159,-16.4801327518987,1636200,-16.2097809981811
17,1614546,-15.7595531421785,1663679,-16.4980616556012,1618991,-15.8364908967783
18,1607847,-15.6721460287081,1636909,-16.1778311633398,1593528,-15.567062171669
19,1611417,-15.7411427317689,1650952,-16.3921161884883,1623113,-16.018705038462
20,1614869,-15.8669171835077,1646169,-16.2735359815447,1624936,-15.9373241164497
21,1603376,-15.660863808058,1649423,-16.3292480762917,1628630,-16.0241663269866
22,1605774,-15.7149557561237,1625078,-15.9584314313431,1616689,-15.808018953389
23,1619886,-15.8697718484789,1627503,-15.9991060005828,1615576,-15.8192127649099
24,1605974,-15.7210543907086,1647221,-16.292121688407,NA,NA
