"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1488131,-13.8285691320522,1558343,-14.9354951850607,1494631,-13.9423282323914
2,1499527,-14.0242974600815,1532590,-14.5789197214926,1502977,-14.1193346094408
3,1493069,-13.8965794218775,1542255,-14.7306188196767,1515235,-14.2708972746527
4,1497450,-14.0114333485993,1562130,-14.9895946710918,1491920,-13.8784383110072
5,1573432,-15.1813129912392,1547270,-14.8346575125729,1517673,-14.2542061965365
6,1493156,-13.904098818117,1511743,-14.2149898428947,1509456,-14.1626531467946
7,1509086,-14.1098833556534,1533760,-14.5616971189132,1545771,-14.7455234618317
8,1498221,-14.0167470480364,1537665,-14.6154371440358,1523789,-14.4296872390083
9,1499807,-14.0546364685082,1521901,-14.349414805294,1503968,-14.1114561048816
10,1516191,-14.244133012458,1525982,-14.4461041979738,1519806,-14.3508284307379
11,1519702,-14.3272154708268,1587753,-15.3999717307341,1527068,-14.4572523246928
12,1589313,-15.4099859870603,1571852,-15.208050385904,1520131,-14.4882044733835
13,1501630,-14.0772959874765,1589773,-15.4891263955599,1516817,-14.352075722128
14,1532436,-14.5102710339546,1520523,-14.3664131717788,1522143,-14.4005848504143
15,1532087,-14.5116208603285,1558786,-14.9934623683524,1527630,-14.5690542243616
16,1527021,-14.4168225661863,1570168,-15.1711591167484,1555558,-14.9638855077631
17,1521696,-14.3055896474436,1587948,-15.3544269819221,1535101,-14.5307877484166
18,1509839,-14.1298535943054,1553783,-14.8989846476086,1504861,-14.1562486002831
19,1514143,-14.2135975947409,1567591,-15.1202416149378,1529521,-14.5561690349103
20,1518681,-14.3592843073872,1564427,-15.0237908318874,1533405,-14.5150848104899
21,1507389,-14.1474835282878,1556416,-14.904886953683,1537755,-14.6145190637776
22,1508343,-14.1770209815627,1526436,-14.422002803148,1526567,-14.4009296173036
23,1531626,-14.4952500084669,1526663,-14.4309534463056,1506634,-14.107647647606
24,1491214,-13.8984553961311,1549530,-14.7910278865775,NA,NA
