"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,900138,-1.477656983288,910689,-1.7379363952885,915804,-1.92400233860025
2,925600,-2.17773595387922,911760,-1.82255608234988,928142,-2.28300027375707
3,915900,-1.89164747577979,901642,-1.54851966530572,931601,-2.32946648180246
4,933850,-2.41382206943979,900434,-1.45761741655275,921986,-2.06002195837993
5,903694,-1.55167658128562,935760,-2.49058060126561,906391,-1.59368653827596
6,625321,7.67169077049982,584153,9.3724653729451,528849,11.9335253833915
7,715853,4.29550636911688,724554,3.92798840251004,816433,0.955783155776714
8,474704,14.6956054855333,510737,12.8376338537818,478357,14.4976640621987
9,891010,-1.24343891044481,907248,-1.63701710287631,911260,-1.80803512921869
10,903160,-1.51674980652376,898299,-1.42916875353745,899265,-1.45955211138255
11,894862,-1.30894203634097,885614,-1.0545133280196,896017,-1.35996793987437
12,891021,-1.18959383782163,880070,-0.961523027399096,903989,-1.68186169934643
13,881281,-0.967390555910356,888449,-1.19782409317986,903570,-1.62836088253056
14,903322,-1.52013364689014,892689,-1.28137795227076,898519,-1.4657088181778
15,905278,-1.58790340768184,892968,-1.31276800351685,903823,-1.64182218410923
16,906115,-1.59958145813158,880424,-0.953261158106841,899711,-1.49396761423577
17,905808,-1.55495272249311,883273,-0.945436204020041,912388,-1.74938023516307
18,905409,-1.56896004306111,895589,-1.36320838929282,896390,-1.38663667808623
19,906210,-1.59987972048992,888713,-1.1747362666473,908038,-1.73553725104807
20,916667,-1.95411700392384,910304,-1.72684461949171,911827,-1.74895009454053
21,888857,-1.17338189493557,887242,-1.09668309080638,889884,-1.19704932018385
22,892080,-1.25603816554627,887405,-1.0928431575831,900772,-1.4410873900564
23,910155,-1.71399829473273,877929,-0.845654110784835,902691,-1.53027420590274
24,878126,-0.863154166324421,859838,-0.308795717267969,NA,NA
