"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1984744,-20.9391849535029,NA,NA,1998819,-21.0655427979636
2,1999794,-21.09007003088,1995650,-21.0461002889772,1998750,-21.0444653820422
3,1858863,-19.2476185612623,1866044,-19.3624653007569,1849016,-19.1501454839712
4,1835898,-18.948681429714,1817198,-18.7555409150999,1850840,-19.2042201617827
5,1858375,-19.2952312341952,1825063,-18.8223621231612,1848261,-19.1136750634459
6,1840139,-19.0484479081983,1839265,-19.0011778963513,1824757,-18.8033476289384
7,1838651,-19.0205096210298,1811563,-18.6132606029482,1826615,-18.8216295412856
8,1814617,-18.6079208974575,1821190,-18.7943295357865,1812583,-18.7203339622552
9,1817087,-18.7481273885659,1819143,-18.6847301241857,1836583,-18.9612574627625
10,1830558,-18.8758594567549,1797951,-18.4904800041338,1841844,-19.0655432581638
11,1818458,-18.7076004845298,1795053,-18.394863803409,1801025,-18.5109837410335
12,1797115,-18.4356061618664,1799492,-18.4816159837082,1818858,-18.7461328790504
13,1830474,-18.8178529418752,1784096,-18.3039768237711,1809834,-18.6198002228602
14,1820903,-18.7988923748326,1792785,-18.3568599657612,1792721,-18.3567120183899
15,1813013,-18.7122079692388,1778656,-18.1498825697542,1774200,-18.0843529951862
16,1787527,-18.3310211388726,1782049,-18.2673160388836,1795886,-18.4585492201798
17,1780784,-18.2404114559652,1769058,-18.0924031373867,1791779,-18.330815193326
18,1774433,-18.0847416070828,1737434,-17.6309658025391,1764637,-18.0180337881732
19,1758859,-17.8692601107079,1754738,-17.8358822671642,1746576,-17.6865861709594
20,1740826,-17.6551235511929,1709046,-17.1621247409374,1731001,-17.5524754418886
21,1721607,-17.4375713207962,1685354,-16.8483231012443,1730802,-17.4982970785557
22,1709046,-17.1830730802169,1688621,-16.865924772629,1699834,-17.091533629959
23,1669847,-16.566445447337,1677508,-16.7369323026108,1700913,-17.1311566818744
24,1687850,-16.8747019968328,1660850,-16.4434974001573,1651692,-16.3997937887424
