"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,997480,-4.01465349039279,1019595,-4.52761856344307,1008375,-4.2986517727598
2,1010656,-4.34746015307019,1018414,-4.55378260261642,1017416,-4.54935782002485
3,1020148,-4.55287123425188,1024624,-4.7045518045316,1026634,-4.7254214717554
4,1025949,-4.73542278460684,1033901,-4.86972829274083,1023587,-4.63955157342889
5,1035337,-4.91058906074977,1041477,-5.12977530087551,1036593,-4.90614946348137
6,1026994,-4.71813295391422,1037766,-4.99065365164194,1034984,-4.91020835356193
7,1036312,-4.89215936799178,1041448,-5.07345409105119,1041985,-5.07589971605654
8,1032547,-4.88936396941693,1045201,-5.14793760143135,1041252,-5.09128930884833
9,1030088,-4.82710334146435,1041019,-5.0329008971334,1038978,-5.04409444372681
10,1036586,-4.91839423502597,1043249,-5.1213130396763,1039563,-5.03825396248146
11,1039815,-5.01807309738172,1048426,-5.22183148639476,1037364,-4.9758335525998
12,1054203,-5.34232368613385,1050739,-5.33661681391351,1042510,-5.21120663936222
13,1034524,-4.92981601056567,1053726,-5.40826562450758,1042296,-5.1531966738965
14,1047207,-5.1684699179379,1043262,-5.1296774187993,1039559,-5.05666975893593
15,1044669,-5.12200043618776,1048661,-5.27826836011786,1041941,-5.1490587018996
16,1044992,-5.11781796057153,1050611,-5.31768146041895,1052178,-5.35416211884979
17,1043862,-5.05808039336057,1053905,-5.30514052442146,1050053,-5.21710227338218
18,1044043,-5.08492811433916,1053161,-5.3637631945403,1038685,-5.03107984111688
19,1047996,-5.18837809734305,1057349,-5.46429743304901,1053555,-5.39923242112565
20,1049678,-5.2981531287171,1062730,-5.54546460163874,1051684,-5.26961044953919
21,1043938,-5.14262039515432,1063109,-5.56000563661439,1051170,-5.29563212207563
22,1049982,-5.28282865256313,1058287,-5.44041417534243,1059597,-5.44843236566413
23,1062863,-5.5387794403199,1059494,-5.48214927264371,1056595,-5.41247969894454
24,1047448,-5.22151462192414,1062772,-5.54346324808438,NA,NA
