"node","time","sensor","temp_C","counts"
1,2026-06-29 18:16:32,"ntc1_C",-4.65207996639623,1061919
1,2026-06-29 18:16:32,"ntc2_C",-5.18137123577515,1086055
1,2026-06-29 18:16:32,"testSB_C",-5.10235754047102,1082415
2,2026-06-29 18:16:32,"ntc1_C",-5.11937810344881,1083198
2,2026-06-29 18:16:32,"ntc2_C",-4.71438238846264,1064730
2,2026-06-29 18:16:32,"testSB_C",-5.01982921420762,1078627
3,2026-06-29 18:16:32,"ntc1_C",-4.77796560449917,1067607
3,2026-06-29 18:16:32,"ntc2_C",-4.63802593264262,1061286
3,2026-06-29 18:16:32,"testSB_C",-4.76708307119287,1067114
4,2026-06-29 18:16:32,"ntc1_C",-4.73975370433493,1065877
4,2026-06-29 18:16:32,"ntc2_C",-4.82967789535797,1069953
4,2026-06-29 18:16:32,"testSB_C",-4.58995687424368,1059124
5,2026-06-29 18:16:32,"ntc1_C",-4.48245627346915,1054306
5,2026-06-29 18:16:32,"ntc2_C",-4.82426107429814,1069707
5,2026-06-29 18:16:32,"testSB_C",-4.67377615941064,1062897
6,2026-06-29 18:16:32,"ntc1_C",-4.43303718239605,1052099
6,2026-06-29 18:16:32,"ntc2_C",-4.44556479359045,1052658
6,2026-06-29 18:16:32,"testSB_C",-4.24747265249476,1043856
7,2026-06-29 18:16:32,"ntc1_C",-4.3605779518274,1048872
7,2026-06-29 18:16:32,"ntc2_C",-4.36120769240921,1048900
7,2026-06-29 18:16:32,"testSB_C",-4.5467118487453,1057183
8,2026-06-29 18:16:32,"ntc1_C",-3.8356085922303,1025807
8,2026-06-29 18:16:32,"ntc2_C",-4.31591039591012,1046888
8,2026-06-29 18:16:32,"testSB_C",-4.25617460791881,1044241
9,2026-06-29 18:16:32,"ntc1_C",-3.96630705107623,1031498
9,2026-06-29 18:16:32,"ntc2_C",-4.24998188102745,1043967
9,2026-06-29 18:16:32,"testSB_C",-4.01388282181347,1033578
10,2026-06-29 18:16:32,"ntc1_C",-4.05212038928494,1035253
10,2026-06-29 18:16:32,"ntc2_C",-4.26247855050036,1044520
10,2026-06-29 18:16:32,"testSB_C",-3.94144898488668,1030413
11,2026-06-29 18:16:32,"ntc1_C",-3.93716185194108,1030226
11,2026-06-29 18:16:32,"ntc2_C",-4.2007623617335,1041792
11,2026-06-29 18:16:32,"testSB_C",-4.01495666335774,1033625
12,2026-06-29 18:16:32,"ntc1_C",-4.43326135257911,1052109
12,2026-06-29 18:16:32,"ntc2_C",-4.31886251249307,1047019
12,2026-06-29 18:16:32,"testSB_C",-4.16927205332837,1040403
13,2026-06-29 18:16:32,"ntc1_C",-3.99257793920066,1032646
13,2026-06-29 18:16:32,"ntc2_C",-4.29266272874548,1045857
13,2026-06-29 18:16:32,"testSB_C",-4.34820439279179,1048322
14,2026-06-29 18:16:32,"ntc1_C",-4.17693907194587,1040741
14,2026-06-29 18:16:32,"ntc2_C",-4.12314554561181,1038372
14,2026-06-29 18:16:32,"testSB_C",-4.35263717635587,1048519
15,2026-06-29 18:16:32,"ntc1_C",-4.41839392489561,1051446
15,2026-06-29 18:16:32,"ntc2_C",-4.28196641784615,1045383
15,2026-06-29 18:16:32,"testSB_C",-4.17793694887217,1040785
16,2026-06-29 18:16:32,"ntc1_C",-4.0166701317325,1033700
16,2026-06-29 18:16:32,"ntc2_C",-3.93255282522057,1030025
16,2026-06-29 18:16:32,"testSB_C",-4.46374963361984,1053470
17,2026-06-29 18:16:32,"ntc1_C",-4.14882116865266,1039502
17,2026-06-29 18:16:32,"ntc2_C",-4.19217444375323,1041413
17,2026-06-29 18:16:32,"testSB_C",-4.46507036059694,1053529
18,2026-06-29 18:16:32,"ntc1_C",-4.26844190899101,1044784
18,2026-06-29 18:16:32,"ntc2_C",-4.46621194209592,1053580
18,2026-06-29 18:16:32,"testSB_C",-4.59910296989273,1059535
19,2026-06-29 18:16:32,"ntc1_C",-4.36885310479818,1049240
19,2026-06-29 18:16:32,"ntc2_C",-4.30193317143573,1046268
19,2026-06-29 18:16:32,"testSB_C",-4.55092645968301,1057372
20,2026-06-29 18:16:32,"ntc1_C",-4.59200450556051,1059216
20,2026-06-29 18:16:32,"ntc2_C",-4.70747597614974,1064418
20,2026-06-29 18:16:32,"testSB_C",-4.65811622792273,1062191
21,2026-06-29 18:16:32,"ntc1_C",-4.40751169005244,1050961
21,2026-06-29 18:16:32,"ntc2_C",-4.71035391120967,1064548
21,2026-06-29 18:16:32,"testSB_C",-4.65927003068919,1062243
22,2026-06-29 18:16:32,"ntc1_C",-4.57053942713856,1058252
22,2026-06-29 18:16:32,"ntc2_C",-4.88836271915596,1072622
22,2026-06-29 18:16:32,"testSB_C",-4.90148987135996,1073220
23,2026-06-29 18:16:32,"ntc1_C",-5.27434802106802,1090355
23,2026-06-29 18:16:32,"ntc2_C",-5.15353170561656,1084771
23,2026-06-29 18:16:32,"testSB_C",-5.32206771493327,1092569
24,2026-06-29 18:16:32,"ntc1_C",-5.0090437207262,1078133
24,2026-06-29 18:16:32,"ntc2_C",-4.6190954278905,1060434
