"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,900959,-1.52217391798348,NA,NA,901739,-1.48506422194555
2,900988,-1.484180735915,898738,-1.42801704927444,902365,-1.46712142883507
3,892910,-1.21591522403332,892305,-1.22668793976891,889488,-1.15376128010928
4,891233,-1.18328681720948,888808,-1.17204349010206,888064,-1.14666291058018
5,888881,-1.16988902384901,890894,-1.1896305712375,890478,-1.15956650993837
6,889350,-1.16284704115765,891181,-1.18978274513972,889802,-1.14330132788086
7,887392,-1.11512535744072,891319,-1.18230604774214,889877,-1.13861821721679
8,891498,-1.13784859313097,887968,-1.1354268155003,886684,-1.14303383151406
9,887379,-1.12422278716366,890861,-1.14056477729997,888621,-1.1169441718348
10,889198,-1.11869852646959,888327,-1.15822672611398,888819,-1.15505098771899
11,889516,-1.12159305150846,889569,-1.13447376050948,887722,-1.11581643235013
12,889709,-1.14794294794672,888021,-1.11505302475121,888522,-1.13446541491174
13,892160,-1.14669456643315,886839,-1.12586260948621,887347,-1.09910492050545
14,885790,-1.07777891556378,889020,-1.1085985779622,887858,-1.08062873714852
15,886033,-1.10295120105485,887816,-1.07119843457298,888536,-1.08665835498016
16,885780,-1.07370893885746,885629,-1.0853283746477,885024,-1.06992265301858
17,885155,-1.05842498824927,885371,-1.07318381560015,888277,-1.08028270581838
18,889412,-1.09996275564873,888259,-1.12740522100518,885978,-1.08791338557114
19,888555,-1.08588234213596,889435,-1.13699948185558,889044,-1.09203555305839
20,886302,-1.06810017242759,889372,-1.11208533103451,883870,-1.03313213232127
21,884516,-1.05668258626019,887950,-1.09829939513276,887143,-1.07316847488704
22,886546,-1.05067515982955,889115,-1.0926419041129,886384,-1.08782573644794
23,889713,-1.08873964925368,888597,-1.11945128857599,887482,-1.12734930073054
24,887841,-1.08831435029197,889606,-1.09853519309047,883615,-1.02166511520034
