"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1138573,-7.26834323540544,1132465,-7.10987831211168,1130323,-7.10300919840876
2,1136394,-7.23043340271079,1137769,-7.2785872954255,1141194,-7.3718757353376
3,1141479,-7.31593715946553,1142804,-7.38703969244847,1146393,-7.43684296953603
4,1144046,-7.41444767268115,1146528,-7.41078925566211,1142224,-7.33491399687921
5,1146152,-7.41122182971043,1148336,-7.52946313986706,1148973,-7.43534613331082
6,1142766,-7.34553744818584,1145954,-7.42740045406549,1144432,-7.38024234214947
7,1147216,-7.39094127369924,1147187,-7.44860966938211,1150317,-7.50553225996151
8,1141741,-7.35963006028891,1150227,-7.50082488789383,1148845,-7.50789059286603
9,1143389,-7.39450709660849,1147814,-7.43381756944456,1143808,-7.40579789813552
10,1148057,-7.4286800500002,1148208,-7.47674467977498,1144622,-7.4041332770999
11,1144092,-7.3679098337451,1149368,-7.48074556166216,1146399,-7.43177129736495
12,1157060,-7.63006339663025,1155169,-7.66362115450744,1152510,-7.68348711514358
13,1148854,-7.50811654812935,1154876,-7.65945798112739,1150184,-7.57321642588499
14,1155459,-7.58632407824217,1151054,-7.54576744875772,1150360,-7.54161288623919
15,1154237,-7.57255094815821,1153759,-7.62386161982187,1153610,-7.65510013825178
16,1156172,-7.60140846925174,1153967,-7.62338243524545,1158243,-7.71562127035145
17,1154799,-7.54113928997566,1155241,-7.56009372900621,1156042,-7.58009149748273
18,1151178,-7.48506704040739,1149313,-7.5104344822808,1144239,-7.41638862722516
19,1141351,-7.28597552600922,1136878,-7.24653559472097,1135215,-7.23423210860545
20,1134513,-7.20884404194572,1139843,-7.26620630808912,1140438,-7.26038425381137
21,1138004,-7.26208682442905,1147002,-7.42581739723471,1150504,-7.50953891376747
22,1150264,-7.52659338965503,1159351,-7.68118863950008,1165151,-7.78105999286782
23,1167240,-7.83897168897522,1160403,-7.71482859089554,1161159,-7.72924462061354
24,1161474,-7.76367097782622,1168801,-7.87965757510847,NA,NA
