"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,767617,2.46447943219141,NA,NA,771002,2.41545121669128
2,773545,2.31043007268312,768451,2.47028042626471,772568,2.40170405131749
3,723411,4.03678802873861,734858,3.61249891481106,735089,3.60217766709502
4,730731,3.76874961536748,727331,3.83063174003149,737990,3.4703340501523
5,738423,3.45239870092456,739375,3.45975070565788,738180,3.5180061724696
6,743548,3.30275638419926,740160,3.43897800188284,743393,3.33882045338521
7,737755,3.48899578540414,735382,3.61270133235672,742962,3.36119477524295
8,746770,3.27766302527021,740834,3.38285649413757,731036,3.67308024140999
9,742608,3.31856683266511,738038,3.55134757166275,742615,3.35822854632363
10,743087,3.35831948300233,736187,3.52736112394763,742445,3.33067525112881
11,746911,3.23617414451104,737318,3.54804613020679,739006,3.45836854372158
12,733449,3.67032339420058,736383,3.5555990895167,740245,3.41813266657823
13,740171,3.50913570391361,730103,3.72332177279407,736704,3.53901170729819
14,733757,3.61948853420199,734998,3.63683476506452,738548,3.51066211741966
15,738755,3.43163192984531,733581,3.68754450751624,733691,3.68785542957039
16,740174,3.40288173191993,736325,3.51699631090247,737167,3.48651132371759
17,735156,3.57039215808373,736028,3.53328674284558,742163,3.39894202697252
18,738044,3.55211952939533,738580,3.47627012856577,736546,3.51574482562302
19,737704,3.55211639575373,739827,3.45270720803325,737563,3.56407128382818
20,732490,3.68302555111728,729840,3.81631935879597,724652,3.92164392443448
21,732849,3.63805132310728,730601,3.76566180851688,742117,3.3760127344155
22,735047,3.62358623195598,730672,3.8069863098321,740112,3.41036930533875
23,739545,3.52047682407783,732248,3.70732700437577,740544,3.38974560376778
24,738380,3.50599894533929,738878,3.52989724237159,740475,3.38583411931728
