"node","ntc1_counts","ntc1_C","ntc2_counts","ntc2_C","testSB_counts","testSB_C"
1,1125791,-6.99120324463996,1105789,-6.52431715671366,1086216,-6.12638427386895
2,1091978,-6.25138442591253,1097885,-6.40223322784055,1095403,-6.36621160534463
3,1096455,-6.32755352408503,1101303,-6.47899905482006,1101874,-6.46451075242936
4,1096930,-6.38143296206181,1108189,-6.57581535583421,1096436,-6.3304036662152
5,1108781,-6.5968147777117,1109823,-6.69211930790965,1104026,-6.4556889360756
6,1096507,-6.33011381545703,1106306,-6.56299015794332,1099980,-6.4076589751715
7,1101319,-6.38833887228384,1109472,-6.62828106027786,1109794,-6.62534315881561
8,1101517,-6.47912405977911,1108097,-6.5846265637544,1108126,-6.62182275049588
9,1097152,-6.37974885494276,1105254,-6.50571532524611,1099128,-6.42764255585195
10,1104964,-6.48928407617035,1105527,-6.54676587998938,1105152,-6.54255012848125
11,1105113,-6.51639525711204,1115076,-6.73705234358545,1106408,-6.56005645763929
12,1119750,-6.82530658467283,1116109,-6.81957035980577,1106216,-6.67392543399222
13,1101676,-6.47763098558454,1115060,-6.79845681574113,1100889,-6.49782734961713
14,1112294,-6.651277211874,1106747,-6.5820639257044,1099252,-6.42730619625769
15,1103468,-6.46823736255203,1110000,-6.67507211730043,1101696,-6.52203318662237
16,1105682,-6.50543483611358,1110572,-6.68226426897343,1113137,-6.73937602851004
17,1109893,-6.56689384829758,1115994,-6.7118257735022,1113071,-6.65003238195658
18,1111284,-6.61926842290933,1114024,-6.74480861104303,1096155,-6.35897127446663
19,1105729,-6.50716897930619,1111545,-6.69312842260672,1106660,-6.60829625791922
20,1102034,-6.49527844649441,1111644,-6.65124570743461,1108945,-6.57283316864397
21,1102126,-6.47574757784088,1112097,-6.66713920934245,1105385,-6.52914632235803
22,1099188,-6.41007050199289,1106662,-6.53921717150166,1108875,-6.56580531907099
23,1111336,-6.63455367353129,1103812,-6.48849910536177,1103024,-6.46900637708404
24,1099046,-6.40533009716893,1113099,-6.68082125040138,NA,NA
